studentusi,personaltitleprefix,firstname,middlename,lastsurname,generationcodesuffix,maidenname,birthdate,birthcity,birthstateabbreviationdescriptorid,birthinternationalprovince,birthcountrydescriptorid,dateenteredus,multiplebirthstatus,birthsexdescriptorid,citizenshipstatusdescriptorid,personid,sourcesystemdescriptorid,studentuniqueid,discriminator,createdate,lastmodifieddate,id,changeversion
"152","Ms","Christine","Kaye","Spears",,,"1998-01-07",,,,,,,,,,,"604972","NULL","2020-11-13 14:16:02.412064","2020-11-13 14:16:02.411978","807170d1-b8a0-4682-91dc-ff6c994a2480","10987"
"153","Mrs","Nina",,"Todd",,,"1999-05-25",,,,,,,,,,,"604973","NULL","2020-11-13 14:16:02.415091","2020-11-13 14:16:02.415031","4241fb0b-033d-48ba-ac3d-a550edada832","10988"
"154","Ms","Olivia","Doris","Hardy",,,"1997-08-28",,,,,,,,,,,"604974","NULL","2020-11-13 14:16:02.418452","2020-11-13 14:16:02.418323","bb9ee166-84f8-4c95-b3a5-516704c69dd8","10989"
"156","Mr","Roger",,"Salas",,,"2005-07-31",,,,,,,,,,,"604976","NULL","2020-11-13 14:16:02.421399","2020-11-13 14:16:02.421351","fcd1e7ff-11b8-496e-8172-8b4592f82aa1","10991"
"157","Mr","Jessie",,"Young",,,"2001-06-21",,,,,,,,,,,"604977","NULL","2020-11-13 14:16:02.425046","2020-11-13 14:16:02.424930","b5539bbb-8e95-47c1-bf44-806fb62bb2a3","10992"
"158","Mr","Perry",,"Velez",,,"1998-02-22",,,,,,,,,,,"604978","NULL","2020-11-13 14:16:02.428225","2020-11-13 14:16:02.428142","9c35fee0-4836-4eb2-a48d-371158472680","10993"
"159","Mr","Herbert","Chris","Boyer",,,"2004-04-02",,,,,,,,,,,"604979","NULL","2020-11-13 14:16:02.429172","2020-11-13 14:16:02.428833","ce558a9c-f2bb-4c44-a5b8-b1011aca1b96","10994"
"161","Mr","Aaron","Nathaniel","Booth",,,"2003-12-04",,,,,,,,,,,"604981","NULL","2020-11-13 14:16:02.434824","2020-11-13 14:16:02.434668","35ee1189-0d2e-41ae-81c9-baf95a6ff23b","10996"
"163","Ms","Caitlin","Tonia","Schmidt",,,"1996-10-11",,,,,,,,,,,"604983","NULL","2020-11-13 14:16:02.438619","2020-11-13 14:16:02.438582","b79a18cb-6061-4f5c-bac6-fdcb83e02960","10998"
"164","Mr","William","Matthew","Guerrero",,,"1994-07-03",,,,,,,,,,,"604984","NULL","2020-11-13 14:16:02.438614","2020-11-13 14:16:02.438522","6f612dee-84a5-46a9-8c37-3f3db1aaf1e7","10999"
"166","Mr","Mike",,"Rubio",,,"2002-02-04",,,,,,,,,,,"604986","NULL","2020-11-13 14:16:02.446218","2020-11-13 14:16:02.446020","d147d2a0-6f98-415c-a20e-bbdfce9b09b8","11001"
"170","Mrs","Rochelle","Peggy","Schwartz",,,"1995-03-16",,,,,,,,,,,"604990","NULL","2020-11-13 14:16:02.455989","2020-11-13 14:16:02.455914","c3733f36-e52c-4525-b0f4-427aa75c2885","11005"
"171","Mr","Gerald","Sam","Moses",,,"2001-12-17",,,,,,,,,,,"604991","NULL","2020-11-13 14:16:02.456383","2020-11-13 14:16:02.456292","efdb724b-cb44-4432-9ee7-27d1bd3caf3c","11006"
"174","Ms","Natalie","Cassie","Graves",,,"2004-08-12",,,,,,,,,,,"604995","NULL","2020-11-13 14:16:02.465763","2020-11-13 14:16:02.465711","4c06bc09-786d-40bd-a145-d4be86bfc640","11009"
"119","Ms","Lisa",,"Allison",,,"2002-03-26",,,,,,,,,,,"604939","NULL","2020-11-13 14:16:02.323349","2020-11-13 14:16:02.323242","f7ccf3c4-ee08-47a1-b101-2c09665ade56","10954"
"121","Mr","David",,"Dudley",,,"1999-07-24",,,,,,,,,,,"604941","NULL","2020-11-13 14:16:02.328961","2020-11-13 14:16:02.328934","86b0b92d-c5c8-4122-89ea-73c615ccd0ea","10956"
"123","Ms","Heather",,"Higgins",,,"2003-09-05",,,,,,,,,,,"604943","NULL","2020-11-13 14:16:02.333936","2020-11-13 14:16:02.333505","c28e05fb-036b-4782-992e-a8e71d816fac","10958"
"126","Mrs","Monica","Judith","Porter",,,"2005-05-19",,,,,,,,,,,"604946","NULL","2020-11-13 14:16:02.340168","2020-11-13 14:16:02.340126","9fa81d9b-f4cb-4b95-8438-0cf676304153","10961"
"128","Mr","Joe","Allen","Adkins",,,"2004-01-28",,,,,,,,,,,"604948","NULL","2020-11-13 14:16:02.346622","2020-11-13 14:16:02.346577","d8de0bfe-f77a-493f-b9fc-219072a26062","10963"
"131","Mr","Bryan","Jason","Yang",,,"2004-02-19",,,,,,,,,,,"604951","NULL","2020-11-13 14:16:02.353900","2020-11-13 14:16:02.353737","88b02531-cdca-4b6b-ad9b-be5db3ba1476","10966"
"134","Mr","James","Shane","Nolan",,,"2005-02-18",,,,,,,,,,,"604954","NULL","2020-11-13 14:16:02.366180","2020-11-13 14:16:02.366130","eb9c14ae-2b47-4bc1-81ad-94226b5eca17","10969"
"140","Mr","Ron",,"Boyle",,,"2001-02-13",,,,,,,,,,,"604960","NULL","2020-11-13 14:16:02.378366","2020-11-13 14:16:02.378233","97aebb08-c9d6-4667-a600-365bcb10e35c","10975"
"142","Mr","Bruce","Sergio","Swanson",,,"1995-09-26",,,,,,,,,,,"604962","NULL","2020-11-13 14:16:02.390758","2020-11-13 14:16:02.390725","075e20e5-a64c-4a8d-8ca5-f8a2ab49a2ad","10977"
"145","Mrs","Alberta",,"Fischer",,,"2002-11-02",,,,,,,,,,,"604965","NULL","2020-11-13 14:16:02.395489","2020-11-13 14:16:02.395414","052ee23e-d4f8-4679-ac16-b844e1d65a83","10980"
"146","Mrs","Johanna","Allison","Larsen",,,"2004-06-01",,,,,,,,,,,"604966","NULL","2020-11-13 14:16:02.399153","2020-11-13 14:16:02.399104","d5b727d2-93b4-4985-9720-c8ba8b7ad09e","10981"
"148","Mr","Craig",,"Carney",,,"1996-10-18",,,,,,,,,,,"604968","NULL","2020-11-13 14:16:02.401907","2020-11-13 14:16:02.401876","8226fb6a-0c04-4cd2-a3af-3bf422132dc4","10983"
"149","Mr","Stephen",,"Caldwell",,,"1997-12-22",,,,,,,,,,,"604969","NULL","2020-11-13 14:16:02.405291","2020-11-13 14:16:02.405243","48017946-4cd2-45d1-9b2e-cf12b69bca82","10984"
"151","Ms","Isabel","Phoebe","Vega",,,"2001-05-15",,,,,,,,,,,"604971","NULL","2020-11-13 14:16:02.411130","2020-11-13 14:16:02.411104","1a77cd10-1a9e-4c73-b577-0efb1b892687","10986"
"155","Mr","Roberto","Lloyd","Carr",,,"1994-08-20",,,,,,,,,,,"604975","NULL","2020-11-13 14:16:02.420133","2020-11-13 14:16:02.420094","df8d5563-a082-4b09-9df3-500ab413d029","10990"
"160","Mr","Jason",,"Pena","Jr",,"2003-09-04",,,,,,,,,,,"604980","NULL","2020-11-13 14:16:02.430172","2020-11-13 14:16:02.430138","22748b50-3b88-474e-b737-c574b08c70e7","10995"
"162","Mr","Donald","Raul","Savage",,,"2001-04-14",,,,,,,,,,,"604982","NULL","2020-11-13 14:16:02.436908","2020-11-13 14:16:02.436865","b1e190f9-9589-47f2-b7d6-946c65b37f89","10997"
"165","Mrs","Carla","Joann","Salinas",,,"2000-07-26",,,,,,,,,,,"604985","NULL","2020-11-13 14:16:02.445360","2020-11-13 14:16:02.445121","577fb009-77b4-4dc6-bb27-b4c0c58c14fb","11000"
"168","Ms","Lucy","Coleen","Lewis",,,"1999-03-09",,,,,,,,,,,"604988","NULL","2020-11-13 14:16:02.448657","2020-11-13 14:16:02.448614","808d387d-6e99-4929-88d3-1b0bef8fb444","11003"
"169","Ms","Linda","Isabel","Benton",,,"2002-07-04",,,,,,,,,,,"604989","NULL","2020-11-13 14:16:02.454928","2020-11-13 14:16:02.454747","31bc55da-abd5-49a0-b9a0-df123751df64","11004"
"172","Mr","Jeff","Steven","Cummings",,,"1995-08-30",,,,,,,,,,,"604992","NULL","2020-11-13 14:16:02.457824","2020-11-13 14:16:02.457787","55d46edd-6e2f-4594-8f54-04c5974e4be3","11007"
"173","Mr","Frederick",,"Juarez",,,"2002-08-08",,,,,,,,,,,"604993","NULL","2020-11-13 14:16:02.464545","2020-11-13 14:16:02.464404","3493d34e-5a20-4ab3-b421-e400021bc5cb","11008"
"176","Mrs","Billie",,"House",,,"2004-04-01",,,,,,,,,,,"604996","NULL","2020-11-13 14:16:02.467374","2020-11-13 14:16:02.467353","89e946b2-fa45-4b8f-b323-cbab92f0efc6","11011"
"179","Mr","Dan",,"Martin",,,"1994-10-20",,,,,,,,,,,"604998","NULL","2020-11-13 14:16:02.476288","2020-11-13 14:16:02.476254","f0558b88-c3a5-4da8-a6cf-1155d9d99441","11014"
"181","Mrs","Alana","Olive","Rice",,,"2001-12-18",,,,,,,,,,,"605001","NULL","2020-11-13 14:16:02.483949","2020-11-13 14:16:02.483506","443530f6-3474-403d-ac11-099b180b3641","11016"
"186","Ms","Terry",,"Lopez",,,"2000-02-16",,,,,,,,,,,"605007","NULL","2020-11-13 14:16:02.494892","2020-11-13 14:16:02.494849","fd1728ab-e115-498e-90e5-958ea9ecca1f","11021"
"189","Mr","Jamie",,"Bonilla",,,"2000-11-14",,,,,,,,,,,"605009","NULL","2020-11-13 14:16:02.503108","2020-11-13 14:16:02.502799","8c83c68b-bd2c-471f-9e61-b274c0d990d9","11024"
"191","Ms","Maribel","Ruby","Berry",,,"2005-10-20",,,,,,,,,,,"605011","NULL","2020-11-13 14:16:02.506890","2020-11-13 14:16:02.506730","f87ce4b3-be02-4f98-8f32-1462168df32c","11026"
"193","Mrs","Jennifer","Rachelle","Wright",,,"1996-09-25",,,,,,,,,,,"605013","NULL","2020-11-13 14:16:02.512625","2020-11-13 14:16:02.512560","f74af3ce-099a-4ba7-ad04-08fa7ee8cdfc","11028"
"198","Mrs","Vickie","Ebony","Ellis",,,"2002-07-06",,,,,,,,,,,"605018","NULL","2020-11-13 14:16:02.525251","2020-11-13 14:16:02.525084","b2abad82-e4fc-478a-8cc5-bbfb532ef212","11033"
"200","Ms","Danielle",,"Hammond",,,"2003-11-16",,,,,,,,,,,"605020","NULL","2020-11-13 14:16:02.530218","2020-11-13 14:16:02.530179","3471c26e-6f51-4725-bb4d-50e1bed63591","11035"
"203","Mrs","Leslie","Shawn","Campbell",,,"2001-12-16",,,,,,,,,,,"605023","NULL","2020-11-13 14:16:02.536849","2020-11-13 14:16:02.536828","91ef4fac-9bfd-4943-8dc2-ae312ce2e577","11038"
"205","Ms","Natalie",,"Daugherty",,,"2005-04-03",,,,,,,,,,,"605025","NULL","2020-11-13 14:16:02.543959","2020-11-13 14:16:02.543900","d9137fef-287c-478c-bd52-f1a2220f225e","11040"
"208","Mr","Kelly","Derek","Jackson",,,"2005-08-24",,,,,,,,,,,"605028","NULL","2020-11-13 14:16:02.552936","2020-11-13 14:16:02.552841","191c5175-c1f3-475b-a501-bdd22fb91387","11043"
"212","Mr","Chad",,"Flores",,,"2003-09-29",,,,,,,,,,,"605032","NULL","2020-11-13 14:16:02.562521","2020-11-13 14:16:02.562481","30d6ab91-1440-408c-b46f-5e40be5e1959","11047"
"216","Mr","Gary",,"Cochran",,,"2005-07-02",,,,,,,,,,,"605036","NULL","2020-11-13 14:16:02.572723","2020-11-13 14:16:02.572688","afcd34cd-33be-45d7-8319-8c7882cfc9c8","11051"
"220","Mr","Darren","Jeffrey","Flores",,,"2000-09-03",,,,,,,,,,,"605040","NULL","2020-11-13 14:16:02.583164","2020-11-13 14:16:02.583102","b646dd4f-071b-4f1a-880e-4910559c092a","11055"
"223","Mr","Neil","Karl","Miranda",,,"1997-08-28",,,,,,,,,,,"605043","NULL","2020-11-13 14:16:02.590360","2020-11-13 14:16:02.590329","883c79a2-7c25-4652-a3ed-789cfcfe2a97","11058"
"226","Mr","Herbert",,"Blair",,,"1994-02-28",,,,,,,,,,,"605046","NULL","2020-11-13 14:16:02.599775","2020-11-13 14:16:02.599654","ce474724-e239-4066-80ec-0ce50207ef28","11061"
"231","Ms","Gabrielle","Jessica","Benton",,,"2001-06-04",,,,,,,,,,,"605051","NULL","2020-11-13 14:16:02.611711","2020-11-13 14:16:02.611662","14c6476c-954b-4aaa-84c6-b98c7074e30e","11066"
"232","Mr","Cory",,"Burnett",,,"1998-03-04",,,,,,,,,,,"605052","NULL","2020-11-13 14:16:02.617620","2020-11-13 14:16:02.615486","f057bda8-88f6-4ece-a187-f278b4f195ac","11067"
"239","Mrs","Natasha","Briana","Buckley",,,"2004-02-03",,,,,,,,,,,"605059","NULL","2020-11-13 14:16:02.633820","2020-11-13 14:16:02.633759","3bc11096-a231-45f0-b55c-43d1a4fa1148","11074"
"240","Mr","Ron",,"Massey",,,"2000-01-27",,,,,,,,,,,"605060","NULL","2020-11-13 14:16:02.641705","2020-11-13 14:16:02.641597","6addfcbd-2542-4ff5-8bb3-bb88ecd41bf8","11075"
"243","Mr","George","Terrence","Powell",,,"1995-05-28",,,,,,,,,,,"605062","NULL","2020-11-13 14:16:02.644445","2020-11-13 14:16:02.644414","659a5331-68e1-4a9f-9fa5-c7389e73992e","11078"
"246","Mr","Theodore",,"Pierce",,,"1995-02-21",,,,,,,,,,,"605065","NULL","2020-11-13 14:16:02.653082","2020-11-13 14:16:02.653045","1afdee1f-6804-4183-a704-0d0d45f94b64","11081"
"248","Mr","Steven","Leonard","Short",,,"1998-02-21",,,,,,,,,,,"605068","NULL","2020-11-13 14:16:02.659833","2020-11-13 14:16:02.659617","f6c3f6dc-f4a0-4041-883a-a91beffdc77a","11083"
"250","Mr","Paul","Dwight","Chang",,,"2000-08-24",,,,,,,,,,,"605070","NULL","2020-11-13 14:16:02.663107","2020-11-13 14:16:02.663056","809efde6-d180-41fd-9071-d8db2e8f28d2","11085"
"255","Mr","Leo",,"Holden",,,"2003-12-02",,,,,,,,,,,"605075","NULL","2020-11-13 14:16:02.676059","2020-11-13 14:16:02.676037","2a73286f-2848-4bbd-bd03-3fe2bd6c2c2b","11090"
"256","Mrs","Debra",,"Parks",,,"1999-11-19",,,,,,,,,,,"605076","NULL","2020-11-13 14:16:02.679586","2020-11-13 14:16:02.679548","bba0a48e-86a1-46bb-8ac4-fba437431998","11091"
"261","Ms","Lisa",,"Garrett",,,"1999-02-02",,,,,,,,,,,"605081","NULL","2020-11-13 14:16:02.689576","2020-11-13 14:16:02.689542","50dc8146-1615-456c-8cd5-da53874b8906","11096"
"264","Ms","Rene",,"Lynch",,,"1995-08-10",,,,,,,,,,,"605084","NULL","2020-11-13 14:16:02.695782","2020-11-13 14:16:02.695737","0d54a029-dec0-4d59-95c4-bdeac9ebacfe","11099"
"265","Mrs","Sarah","Shauna","Burgess",,,"1999-05-13",,,,,,,,,,,"605085","NULL","2020-11-13 14:16:02.699094","2020-11-13 14:16:02.698980","0fddc440-a5a8-4172-96c0-a3659ced5f37","11100"
"267","Mrs","Christine",,"Simmons",,,"2005-10-16",,,,,,,,"300",,,"605086","NULL","2020-11-13 14:16:02.704469","2020-11-13 14:16:02.704398","75bbda8c-2524-48d4-8c1f-affba7d24b92","11102"
"269","Mrs","Vivian",,"Cook",,,"1999-03-23",,,,,,,,,,,"605089","NULL","2020-11-13 14:16:02.708729","2020-11-13 14:16:02.708654","453fa1c9-fb6d-47e0-8115-f9d40d85773b","11104"
"270","Mr","Daryl",,"Reese","II",,"1996-04-24",,,,,,,,,,,"605092","NULL","2020-11-13 14:16:02.714622","2020-11-13 14:16:02.714573","05589474-eb9d-49f3-b4df-993efa5412b5","11105"
"273","Mr","Franklin","Arnold","Washington",,,"1995-10-07",,,,,,,,,,,"605093","NULL","2020-11-13 14:16:02.717981","2020-11-13 14:16:02.717948","9075d32a-405d-42a3-989a-eb50233a1bbf","11108"
"275","Mr","Andre",,"Santos",,,"1994-10-04",,,,,,,,,,,"605095","NULL","2020-11-13 14:16:02.724200","2020-11-13 14:16:02.724178","a467d30b-dd5c-47e2-a95a-7c0c59ac8507","11110"
"277","Mr","Bruce",,"Shea",,,"2002-10-17",,,,,,,,,,,"605097","NULL","2020-11-13 14:16:02.727812","2020-11-13 14:16:02.727772","7056becb-bb7b-4b01-a0e9-c1a21b90c987","11112"
"281","Ms","Cassie","Victoria","Pennington",,,"2001-11-21",,,,,,,,,,,"605101","NULL","2020-11-13 14:16:02.735841","2020-11-13 14:16:02.735813","7095d583-ad2b-4603-8696-cc211fbe1909","11116"
"282","Mr","John",,"Howe",,,"2004-05-23",,,,,,,,,,,"605102","NULL","2020-11-13 14:16:02.741055","2020-11-13 14:16:02.740840","7edbdcc5-be60-4341-b94e-121fcab8f296","11117"
"284","Mr","Warren",,"Koch",,,"2003-11-05",,,,,,,,,,,"605104","NULL","2020-11-13 14:16:02.746371","2020-11-13 14:16:02.746020","c807cbd8-d8e8-4b1d-bf10-14c2f64820ff","11119"
"286","Ms","Michelle","Connie","Mc Neil",,,"2000-08-15",,,,,,,,,,,"605106","NULL","2020-11-13 14:16:02.750584","2020-11-13 14:16:02.750323","6b292ca8-10ea-42a6-93ed-d08df25182e5","11121"
"291","Mr","Clifford",,"Grant",,,"1999-08-02",,,,,,,,,,,"605111","NULL","2020-11-13 14:16:02.764148","2020-11-13 14:16:02.763772","6af352ff-2dc6-4f60-ba7c-ddadf7707287","11126"
"294","Mrs","Sherry","Erica","Blanchard",,,"2004-08-09",,,,,,,,,,,"605114","NULL","2020-11-13 14:16:02.769942","2020-11-13 14:16:02.769909","8255f6c0-9998-41b4-967e-75b5317ba950","11129"
"295","Mr","Clinton",,"Shelton",,,"1995-12-26",,,,,,,,,,,"605115","NULL","2020-11-13 14:16:02.772868","2020-11-13 14:16:02.772780","ae72de1a-a21e-43da-a20f-6b3b87b5b482","11130"
"305","Ms","Ellen",,"Mc Mahon",,,"2005-09-03",,,,,,,,,,,"605125","NULL","2020-11-13 14:16:02.794725","2020-11-13 14:16:02.794658","8c830501-9481-48f5-bd92-bb2ca1d65eff","11140"
"308","Mrs","Leah","Rebecca","Hess",,,"2002-10-27",,,,,,,,,,,"605128","NULL","2020-11-13 14:16:02.802589","2020-11-13 14:16:02.802361","af3ae9ff-cf83-4586-8a1f-4ad9ea05e927","11143"
"310","Mr","Tony",,"Preston",,,"2003-05-03",,,,,,,,,,,"605130","NULL","2020-11-13 14:16:02.808102","2020-11-13 14:16:02.808040","6cb3f02e-b6ba-4a6c-9bb2-f6dd68e2ade1","11145"
"175","Mr","Nathaniel","Sidney","Dodson",,,"1999-10-08",,,,,,,,,,,"604994","NULL","2020-11-13 14:16:02.465878","2020-11-13 14:16:02.465836","ae21a275-f29e-4e3e-b3ca-1a170fde2018","11010"
"177","Ms","Tracey",,"Parker",,,"2001-11-22",,,,,,,,,,,"604997","NULL","2020-11-13 14:16:02.474241","2020-11-13 14:16:02.474203","73ab8bc1-fe0d-4f8b-abd6-621035968dd5","11012"
"182","Mr","Leon","Norman","Henson",,,"2000-03-13",,,,,,,,,,,"605002","NULL","2020-11-13 14:16:02.484154","2020-11-13 14:16:02.483655","81e54940-5008-43cd-96b6-be71714443da","11017"
"185","Mrs","Becky",,"Todd",,,"2002-01-17",,,,,,,,,,,"605005","NULL","2020-11-13 14:16:02.493098","2020-11-13 14:16:02.493038","5577f07a-2905-4f56-96b6-0d20a0e8a889","11020"
"188","Mr","Sam",,"Stone",,,"1994-04-14",,,,,,,,,,,"605008","NULL","2020-11-13 14:16:02.496738","2020-11-13 14:16:02.496702","59d11bff-b391-478d-ae41-bd9aa7262ee7","11023"
"194","Ms","Gina",,"Bennett",,,"2002-11-28",,,,,,,,,,,"605014","NULL","2020-11-13 14:16:02.513796","2020-11-13 14:16:02.513674","93d9ebd0-9685-47cf-becc-ccd91e72ed21","11029"
"196","Mr","Bruce","Armando","Frost",,,"1999-09-13",,,,,,,,,,,"605016","NULL","2020-11-13 14:16:02.520604","2020-11-13 14:16:02.520555","3c0a206b-83a8-43a1-a445-ee422a6857ab","11031"
"201","Ms","Evangeline",,"Mckee",,,"2002-08-01",,,,,,,,,,,"605021","NULL","2020-11-13 14:16:02.533840","2020-11-13 14:16:02.533783","1f079314-5662-4f0f-a2b5-e88677005eef","11036"
"204","Mr","Raymond",,"Morrow",,,"2003-01-30",,,,,,,,,,,"605024","NULL","2020-11-13 14:16:02.540248","2020-11-13 14:16:02.540172","7df02cb8-832d-4895-8221-0fb4e7b3a136","11039"
"207","Ms","Dollie","Latoya","Blair",,,"1998-10-02",,,,,,,,,,,"605027","NULL","2020-11-13 14:16:02.548767","2020-11-13 14:16:02.548637","9b750355-01f6-4ba6-9afa-f62ef17e886e","11042"
"210","Ms","Candy",,"Soto",,,"2005-10-15",,,,,,,,,,,"605030","NULL","2020-11-13 14:16:02.556485","2020-11-13 14:16:02.556459","a6488872-3d67-441d-a7e0-4a6c375326a8","11045"
"215","Ms","Sandy","Melinda","Cowan",,,"1996-03-03",,,,,,,,,,,"605035","NULL","2020-11-13 14:16:02.570513","2020-11-13 14:16:02.570476","89566877-2d38-455e-8edf-3be99febfd88","11050"
"219","Mr","Reginald","Manuel","Shea",,,"1998-10-25",,,,,,,,,,,"605039","NULL","2020-11-13 14:16:02.581769","2020-11-13 14:16:02.581589","f246677c-4578-4b9a-bf95-87f568b228d6","11054"
"222","Mr","Sergio",,"Herman",,,"1997-07-31",,,,,,,,,,,"605042","NULL","2020-11-13 14:16:02.590048","2020-11-13 14:16:02.590004","aaa7ccc8-138a-4953-a717-c3d05c469450","11057"
"227","Mrs","Joanne","Kris","Lowe",,,"1997-07-14",,,,,,,,,,,"605047","NULL","2020-11-13 14:16:02.600339","2020-11-13 14:16:02.600287","9595a222-d7f8-4028-b091-088143ed4a70","11062"
"228","Ms","Veronica","Joni","Malone",,,"2002-08-13",,,,,,,,,,,"605048","NULL","2020-11-13 14:16:02.605417","2020-11-13 14:16:02.605340","59ff9062-a379-4fa2-8363-2e83d44c6f5a","11063"
"230","Mrs","Jami",,"Chaney",,,"2003-08-12",,,,,,,,,,,"605050","NULL","2020-11-13 14:16:02.609629","2020-11-13 14:16:02.609550","4c2ecd2b-c89a-42f6-bd9b-f751406816b3","11065"
"235","Ms","Colleen","Sandra","Odom",,,"2005-07-09",,,,,,,,,,,"605055","NULL","2020-11-13 14:16:02.620490","2020-11-13 14:16:02.620443","57c411d7-2a1d-4a0b-97c9-b5ae9d6d8d21","11070"
"236","Mrs","Berta",,"Stanton",,,"1998-07-11",,,,,,,,,,,"605057","NULL","2020-11-13 14:16:02.633094","2020-11-13 14:16:02.633025","3d0201dc-5356-4a55-b6dd-6b6bef93c708","11071"
"241","Mr","Joel",,"House",,,"1999-11-30",,,,,,,,,,,"605061","NULL","2020-11-13 14:16:02.642793","2020-11-13 14:16:02.642738","36e0e17e-9437-4376-b6e6-c54be8815351","11076"
"245","Mr","Mark","Clayton","Zamora",,,"2002-02-28",,,,,,,,,,,"605066","NULL","2020-11-13 14:16:02.651792","2020-11-13 14:16:02.651745","e4b7261e-9215-4fab-bf15-1d0f5f1fbadb","11080"
"262","Mr","Bradley",,"Barton",,,"1996-10-11",,,,,,,,,,,"605082","NULL","2020-11-13 14:16:02.694209","2020-11-13 14:16:02.693808","55e54cde-771e-4676-b46d-061b310a63d5","11097"
"268","Mr","Edward","Tim","Graves",,,"1997-03-25",,,,,,,,,,,"605088","NULL","2020-11-13 14:16:02.705513","2020-11-13 14:16:02.705401","c0e4cb3e-7273-4a38-93da-23e0791d3c31","11103"
"272","Mr","Jamie","Alvin","Bass",,,"1996-11-02",,,,,,,,,,,"605090","NULL","2020-11-13 14:16:02.714872","2020-11-13 14:16:02.714807","c82bd1d6-183e-4c47-bec0-b80ad0d7f32c","11107"
"276","Dr","Alfredo","Raymond","Soto",,,"1994-08-01",,,,,,,,,,,"605096","NULL","2020-11-13 14:16:02.724567","2020-11-13 14:16:02.724536","ee3f2e07-d080-47a9-bbf5-1607e81d59a0","11111"
"279","Mr","Paul",,"Calhoun",,,"2004-09-16",,,,,,,,,,,"605099","NULL","2020-11-13 14:16:02.733064","2020-11-13 14:16:02.733015","341020a3-9e51-455b-a00d-72b593933e5d","11114"
"285","Mrs","Shawn",,"Logan",,,"1994-11-06",,,,,,,,,,,"605105","NULL","2020-11-13 14:16:02.746376","2020-11-13 14:16:02.746298","205b91ed-aba1-42c3-be62-357582e7b641","11120"
"287","Mr","Nathaniel","Roy","Kirby",,,"2003-08-10",,,,,,,,,,,"605107","NULL","2020-11-13 14:16:02.754572","2020-11-13 14:16:02.754368","c57e1b44-d0e4-4383-823e-aecc640e5ce5","11122"
"293","Ms","Miranda","Teri","Kirby",,,"1999-12-04",,,,,,,,,,,"605113","NULL","2020-11-13 14:16:02.767592","2020-11-13 14:16:02.767389","5589fad9-072f-41dd-b0ef-923fae0f3ed0","11128"
"296","Mrs","Angela",,"Vaughn",,,"1998-02-18",,,,,,,,,,,"605116","NULL","2020-11-13 14:16:02.773939","2020-11-13 14:16:02.773863","147089ff-e6e1-4c3d-ba7c-501a9292b627","11131"
"298","Mr","Vernon","Bernard","Hess",,,"1998-03-07",,,,,,,,,,,"605118","NULL","2020-11-13 14:16:02.779663","2020-11-13 14:16:02.779222","0c7183d9-8f2b-4920-b2e9-7d110c7022d1","11133"
"300","Mr","Brett","Marcus","Frederick",,,"1996-05-08",,,,,,,,,,,"605120","NULL","2020-11-13 14:16:02.783066","2020-11-13 14:16:02.783038","92c9fee9-895e-463d-9526-f358675470c7","11135"
"303","Ms","Maribel",,"Clarke",,,"2005-12-01",,,,,,,,,,,"605123","NULL","2020-11-13 14:16:02.791798","2020-11-13 14:16:02.791746","b91efbbe-9d15-4cda-8749-69df3b8d9daf","11138"
"306","Ms","Kelly",,"Graham",,,"2001-06-13",,,,,,,,,,,"605126","NULL","2020-11-13 14:16:02.799185","2020-11-13 14:16:02.798595","eb63f155-00ef-4bcf-9a05-f8d8768bbd8e","11141"
"316","Ms","Gabrielle","Monique","Moody",,,"2000-09-12",,,,,,,,,,,"605136","NULL","2020-11-13 14:16:02.822827","2020-11-13 14:16:02.822787","b3c83cc1-fa43-413a-a67b-a86023f8361a","11151"
"324","Ms","Yolanda","Paige","Farmer",,,"2005-08-04",,,,,,,,,,,"605144","NULL","2020-11-13 14:16:02.845517","2020-11-13 14:16:02.845479","3af661d3-67d8-43f5-a82e-13551c026bc4","11159"
"327","Mrs","Amie","Angelica","Bautista",,,"2002-05-21",,,,,,,,,,,"605147","NULL","2020-11-13 14:16:02.855435","2020-11-13 14:16:02.855393","f0ad64ec-0b87-4c77-a36b-e4d2cae8594d","11162"
"330","Mr","Vincent","Calvin","Odom",,,"2002-08-16",,,,,,,,,,,"605150","NULL","2020-11-13 14:16:02.863680","2020-11-13 14:16:02.863639","039ea880-be27-4467-b20f-ce72527fb5bd","11165"
"334","Mrs","Toni",,"Guzman",,,"2000-10-23",,,,,,,,,,,"605153","NULL","2020-11-13 14:16:02.874627","2020-11-13 14:16:02.874592","3fddf868-e9c0-4b6c-a30f-d872b7e6ac8a","11169"
"340","Ms","Rene","Margarita","Mitchell",,,"2005-07-11",,,,,,,,,,,"605158","NULL","2020-11-13 14:16:03.159202","2020-11-13 14:16:03.159167","de0794e5-9ecb-4a69-8192-3758bd4f8919","11175"
"344","Mr","Jorge","Lee","Dickerson",,,"1999-09-17",,,,,,,,,,,"605163","NULL","2020-11-13 14:16:03.169538","2020-11-13 14:16:03.169504","8112494d-a460-4d2b-b3e8-ca69ac9e6d2a","11179"
"346","Ms","Sylvia",,"Allison",,,"2004-05-23",,,,,,,,,,,"605166","NULL","2020-11-13 14:16:03.177474","2020-11-13 14:16:03.177455","4fb17f44-efb6-45d9-92a7-81f549627fbd","11181"
