educationorganizationid,studentusi,telephonenumber,telephonenumbertypedescriptorid,orderofpriority,textmessagecapabilityindicator,donotpublishindicator,createdate
"255901","467","(950) 865 1694","2322","1",,,"2020-11-13 14:17:31.918552"
"255901","469","(950) 891 3785","2322","1",,,"2020-11-13 14:17:31.927128"
"255901","471","(950) 314 4803","2322","1",,,"2020-11-13 14:17:31.946994"
"255901","474","(950) 920 6437","2326","1",,,"2020-11-13 14:17:31.970607"
"255901","474","(950) 836 9778","2328",,,,"2020-11-13 14:17:31.971325"
"255901","477","(950) 498 3269","2326","1",,,"2020-11-13 14:17:31.982127"
"255901","479","(950) 498 9354","2328","1",,,"2020-11-13 14:17:32.004742"
"255901","485","(950) 529 5724","2322",,,,"2020-11-13 14:17:32.028914"
"255901","485","(950) 965 9120","2328","1",,,"2020-11-13 14:17:32.029500"
"255901","486","(950) 849 3495","2326","1",,,"2020-11-13 14:17:32.052523"
"255901","490","(950) 718 6491","2328","1",,,"2020-11-13 14:17:32.076631"
"255901","494","(950) 556 3729","2323","1",,,"2020-11-13 14:17:32.102709"
"255901","400","(950) 640 3360","2326",,,,"2020-11-13 14:17:31.483714"
"255901","400","(950) 204 3085","2328","1",,,"2020-11-13 14:17:31.484412"
"255901","407","(950) 549 8679","2322",,,,"2020-11-13 14:17:31.530629"
"255901","407","(950) 863 3982","2326","1",,,"2020-11-13 14:17:31.531534"
"255901","408","(950) 549 7864","2322",,,,"2020-11-13 14:17:31.541483"
"255901","408","(950) 403 7598","2328","1",,,"2020-11-13 14:17:31.542609"
"255901","414","(950) 105 4771","2322","1",,,"2020-11-13 14:17:31.569938"
"255901","414","(950) 536 3999","2328",,,,"2020-11-13 14:17:31.570626"
"255901","421","(950) 233 7651","2328","1",,,"2020-11-13 14:17:31.634161"
"255901","427","(950) 873 9647","2322","1",,,"2020-11-13 14:17:31.663760"
"255901","437","(950) 518 3437","2322","1",,,"2020-11-13 14:17:31.723815"
"255901","437","(950) 474 0197","2328",,,,"2020-11-13 14:17:31.724521"
"255901","440","(950) 259 4048","2323",,,,"2020-11-13 14:17:31.745812"
"255901","440","(950) 495 7372","2322","1",,,"2020-11-13 14:17:31.746715"
"255901","444","(950) 319 2952","2322","1",,,"2020-11-13 14:17:31.768812"
"255901","446","(950) 466 9621","2326","1",,,"2020-11-13 14:17:31.797132"
"255901","452","(950) 661 6208","2328","1",,,"2020-11-13 14:17:31.821070"
"255901","457","(950) 025 8342","2326","1",,,"2020-11-13 14:17:31.850182"
"255901","460","(950) 512 9294","2326","1",,,"2020-11-13 14:17:31.870424"
"255901","463","(950) 992 9126","2328","1",,,"2020-11-13 14:17:31.896684"
"255901","466","(950) 383 1033","2328","1",,,"2020-11-13 14:17:31.919477"
"255901","473","(950) 584 1738","2322","1",,,"2020-11-13 14:17:31.957131"
"255901","478","(950) 936 6140","2322","1",,,"2020-11-13 14:17:31.998218"
"255901","481","(950) 243 7153","2328","1",,,"2020-11-13 14:17:32.008341"
"255901","483","(950) 395 5198","2322","1",,,"2020-11-13 14:17:32.029863"
"255901","483","(950) 129 3395","2326",,,,"2020-11-13 14:17:32.030551"
"255901","489","(950) 122 3641","2328","1",,,"2020-11-13 14:17:32.056588"
"255901","489","(950) 322 7285","2329",,,,"2020-11-13 14:17:32.057379"
"255901","491","(950) 378 0571","2322",,,,"2020-11-13 14:17:32.078363"
"255901","491","(950) 912 9992","2326","1",,,"2020-11-13 14:17:32.079272"
"255901","495","(950) 748 6932","2326","1",,,"2020-11-13 14:17:32.101115"
"255901","500","(950) 051 5388","2328","1",,,"2020-11-13 14:17:32.127210"
"255901","507","(950) 244 7700","2326","1",,,"2020-11-13 14:17:32.177469"
"255901","510","(950) 065 9218","2328","1",,,"2020-11-13 14:17:32.201424"
"255901","515","(950) 792 2127","2322","1",,,"2020-11-13 14:17:32.226649"
"255901","517","(950) 210 9323","2326",,,,"2020-11-13 14:17:32.242965"
"255901","517","(950) 474 7951","2328","1",,,"2020-11-13 14:17:32.243804"
"255901","519","(950) 063 7456","2326","1",,,"2020-11-13 14:17:32.251576"
"255901","524","(950) 874 5642","2326","1",,,"2020-11-13 14:17:32.276660"
"255901","528","(950) 100 2177","2322","1",,,"2020-11-13 14:17:32.299392"
"255901","533","(950) 220 3676","2322","1",,,"2020-11-13 14:17:32.323860"
"255901","535","(950) 669 6708","2326","1",,,"2020-11-13 14:17:32.345897"
"255901","539","(950) 828 0521","2323",,,,"2020-11-13 14:17:32.369501"
"255901","539","(950) 932 7813","2322","1",,,"2020-11-13 14:17:32.370087"
"255901","542","(950) 096 0211","2328","1",,,"2020-11-13 14:17:32.395366"
"255901","546","(950) 768 5703","2322","1",,,"2020-11-13 14:17:32.423528"
"255901","549","(950) 128 6537","2322",,,,"2020-11-13 14:17:32.445823"
"255901","549","(950) 196 0660","2326","1",,,"2020-11-13 14:17:32.446481"
"255901","555","(950) 759 4720","2326","1",,,"2020-11-13 14:17:32.472190"
"255901","558","(950) 961 2798","2322","1",,,"2020-11-13 14:17:32.500426"
"255901","561","(950) 759 1872","2322","1",,,"2020-11-13 14:17:32.522760"
"255901","561","(950) 966 9655","2326",,,,"2020-11-13 14:17:32.523531"
"255901","564","(950) 786 4398","2322",,,,"2020-11-13 14:17:32.548188"
"255901","564","(950) 012 4088","2327","1",,,"2020-11-13 14:17:32.548833"
"255901","570","(950) 173 0058","2323","1",,,"2020-11-13 14:17:32.575323"
"255901","570","(950) 848 9354","2322",,,,"2020-11-13 14:17:32.576003"
"255901","573","(950) 502 2310","2328","1",,,"2020-11-13 14:17:32.601660"
"255901","576","(950) 974 5352","2326","1",,,"2020-11-13 14:17:32.628990"
"255901","580","(950) 478 2438","2322",,,,"2020-11-13 14:17:32.656856"
"255901","580","(950) 894 2995","2328","1",,,"2020-11-13 14:17:32.657699"
"255901","583","(950) 377 1426","2328","1",,,"2020-11-13 14:17:32.680193"
"255901","588","(950) 242 3032","2328","1",,,"2020-11-13 14:17:32.704813"
"255901","592","(950) 569 6081","2326","1",,,"2020-11-13 14:17:32.733715"
"255901","596","(950) 167 4775","2322","1",,,"2020-11-13 14:17:32.760023"
"255901","596","(950) 769 8617","2326",,,,"2020-11-13 14:17:32.761258"
"255901","600","(950) 580 7496","2322",,,,"2020-11-13 14:17:32.785761"
"255901","600","(950) 328 1491","2326","1",,,"2020-11-13 14:17:32.787317"
"255901","601","(950) 432 5960","2323","1",,,"2020-11-13 14:17:32.802128"
"255901","601","(950) 085 5983","2322",,,,"2020-11-13 14:17:32.802884"
"255901","605","(950) 719 5026","2328","1",,,"2020-11-13 14:17:32.812399"
"255901","604","(950) 488 3429","2326","1",,,"2020-11-13 14:17:32.829448"
"255901","611","(950) 617 9070","2328","1",,,"2020-11-13 14:17:32.860007"
"255901","613","(950) 389 1901","2322","1",,,"2020-11-13 14:17:32.884277"
"255901","613","(950) 679 7958","2326",,,,"2020-11-13 14:17:32.884978"
"255901","617","(950) 875 3812","2322","1",,,"2020-11-13 14:17:32.911310"
"255901","622","(950) 162 4065","2322","1",,,"2020-11-13 14:17:32.938239"
"255901","622","(950) 991 2573","2328",,,,"2020-11-13 14:17:32.939064"
"255901","627","(950) 585 2679","2322","1",,,"2020-11-13 14:17:32.963839"
"255901","631","(950) 037 5084","2322",,,,"2020-11-13 14:17:32.989056"
"255901","631","(950) 577 9186","2328","1",,,"2020-11-13 14:17:32.989703"
"255901","638","(950) 794 9441","2326",,,,"2020-11-13 14:17:33.028653"
"255901","638","(950) 582 2129","2328","1",,,"2020-11-13 14:17:33.029446"
"255901","640","(950) 948 5597","2322","1",,,"2020-11-13 14:17:33.055223"
"255901","652","(950) 017 8928","2322","1",,,"2020-11-13 14:17:33.081032"
"255901","644","(950) 546 9705","2322","1",,,"2020-11-13 14:17:33.094056"
"255901","646","(950) 470 1608","2322","1",,,"2020-11-13 14:17:33.108421"
"255901","651","(950) 327 8554","2322","1",,,"2020-11-13 14:17:33.127580"
"255901","654","(950) 949 8745","2322",,,,"2020-11-13 14:17:33.150531"
"255901","654","(950) 999 8679","2328","1",,,"2020-11-13 14:17:33.151163"
"255901","659","(950) 216 3792","2322","1",,,"2020-11-13 14:17:33.176084"
"255901","663","(950) 799 3428","2326","1",,,"2020-11-13 14:17:33.198393"
"255901","663","(950) 477 5960","2328",,,,"2020-11-13 14:17:33.199068"
"255901","665","(950) 097 7956","2323","1",,,"2020-11-13 14:17:33.223699"
"255901","665","(950) 005 4339","2322",,,,"2020-11-13 14:17:33.224340"
"255901","669","(950) 749 1990","2328","1",,,"2020-11-13 14:17:33.248393"
"255901","674","(950) 907 5326","2326","1",,,"2020-11-13 14:17:33.274778"
"255901","679","(950) 208 9489","2323",,,,"2020-11-13 14:17:33.299053"
"255901","679","(950) 310 9971","2322","1",,,"2020-11-13 14:17:33.299784"
"255901","683","(950) 537 0749","2322","1",,,"2020-11-13 14:17:33.323389"
"255901","687","(950) 905 2474","2323",,,,"2020-11-13 14:17:33.347683"
"255901","687","(950) 428 7615","2322","1",,,"2020-11-13 14:17:33.348605"
"255901","689","(950) 290 3228","2322","1",,,"2020-11-13 14:17:33.372053"
"255901","693","(950) 609 7004","2322",,,,"2020-11-13 14:17:33.396282"
"255901","693","(950) 455 6163","2326","1",,,"2020-11-13 14:17:33.397010"
"255901","698","(950) 721 9745","2326","1",,,"2020-11-13 14:17:33.423047"
"255901","702","(950) 585 7415","2322","1",,,"2020-11-13 14:17:33.448056"
"255901","702","(950) 533 3880","2326",,,,"2020-11-13 14:17:33.448913"
"255901","707","(950) 583 1390","2322","1",,,"2020-11-13 14:17:33.473554"
"255901","710","(950) 554 1748","2328","1",,,"2020-11-13 14:17:33.498834"
"255901","710","(950) 553 3291","2327",,,,"2020-11-13 14:17:33.499633"
"255901","714","(950) 215 6175","2322","1",,,"2020-11-13 14:17:33.522991"
"255901","717","(950) 103 8994","2322","1",,,"2020-11-13 14:17:33.548913"
"255901","717","(950) 060 0909","2326",,,,"2020-11-13 14:17:33.549831"
"255901","720","(950) 461 0761","2322",,,,"2020-11-13 14:17:33.573376"
"255901","720","(950) 697 0253","2326","1",,,"2020-11-13 14:17:33.574053"
"255901","726","(950) 467 3842","2326",,,,"2020-11-13 14:17:33.602173"
"255901","726","(950) 075 6177","2328","1",,,"2020-11-13 14:17:33.602869"
"255901","730","(950) 305 8180","2326","1",,,"2020-11-13 14:17:33.624052"
"255901","731","(950) 131 8099","2328","1",,,"2020-11-13 14:17:33.633381"
"255901","740","(950) 547 3972","2322","1",,,"2020-11-13 14:17:33.676717"
"255901","494","(950) 590 9993","2322",,,,"2020-11-13 14:17:32.103409"
"255901","497","(950) 621 6858","2322","1",,,"2020-11-13 14:17:32.125783"
"255901","503","(950) 665 3090","2328","1",,,"2020-11-13 14:17:32.158010"
"255901","506","(950) 957 2860","2328","1",,,"2020-11-13 14:17:32.177489"
"255901","509","(950) 979 1713","2328","1",,,"2020-11-13 14:17:32.188381"
"255901","511","(950) 579 7236","2322","1",,,"2020-11-13 14:17:32.202688"
"255901","511","(950) 894 6306","2326",,,,"2020-11-13 14:17:32.203365"
"255901","514","(950) 025 6123","2322","1",,,"2020-11-13 14:17:32.215465"
"255901","516","(950) 925 4113","2323","1",,,"2020-11-13 14:17:32.228420"
"255901","516","(950) 437 4113","2322",,,,"2020-11-13 14:17:32.229145"
"255901","518","(950) 905 7443","2326","1",,,"2020-11-13 14:17:32.251132"
"255901","523","(950) 267 4126","2328","1",,,"2020-11-13 14:17:32.276255"
"255901","525","(950) 147 3863","2322","1",,,"2020-11-13 14:17:32.293799"
"255901","525","(950) 268 0392","2326",,,,"2020-11-13 14:17:32.294510"
"255901","530","(950) 839 6744","2322",,,,"2020-11-13 14:17:32.319476"
"255901","530","(950) 342 5046","2328","1",,,"2020-11-13 14:17:32.320124"
"255901","532","(950) 455 3437","2322","1",,,"2020-11-13 14:17:32.343884"
"255901","536","(950) 738 0808","2322","1",,,"2020-11-13 14:17:32.370078"
"255901","536","(950) 732 3344","2328",,,,"2020-11-13 14:17:32.370788"
"255901","541","(950) 385 7522","2326","1",,,"2020-11-13 14:17:32.394264"
"255901","541","(950) 328 0942","2328",,,,"2020-11-13 14:17:32.395149"
"255901","545","(950) 131 8410","2328","1",,,"2020-11-13 14:17:32.422605"
"255901","545","(950) 143 4918","2327",,,,"2020-11-13 14:17:32.423224"
"255901","550","(950) 080 8124","2326","1",,,"2020-11-13 14:17:32.447507"
"255901","553","(950) 683 5680","2322","1",,,"2020-11-13 14:17:32.467508"
"255901","552","(950) 697 5685","2328","1",,,"2020-11-13 14:17:32.511986"
"255901","552","(950) 632-1548","2329",,,,"2020-11-13 14:17:32.512861"
"255901","559","(950) 388 0842","2328","1",,,"2020-11-13 14:17:32.521327"
"255901","565","(950) 684 8013","2322","1",,,"2020-11-13 14:17:32.550954"
"255901","567","(950) 944 7346","2328",,,,"2020-11-13 14:17:32.574821"
"255901","567","(950) 021 4363","2327","1",,,"2020-11-13 14:17:32.575467"
"255901","572","(950) 087 9402","2322","1",,,"2020-11-13 14:17:32.604896"
"255901","572","(950) 248 8980","2326",,,,"2020-11-13 14:17:32.605534"
"255901","574","(950) 950 1527","2322","1",,,"2020-11-13 14:17:32.625473"
"255901","581","(950) 090 4300","2328","1",,,"2020-11-13 14:17:32.660873"
"255901","584","(950) 273 3427","2322","1",,,"2020-11-13 14:17:32.683194"
"255901","587","(950) 596 1335","2323",,,,"2020-11-13 14:17:32.705530"
"255901","587","(950) 843 5434","2322","1",,,"2020-11-13 14:17:32.706210"
"255901","589","(950) 298 9683","2326","1",,,"2020-11-13 14:17:32.716444"
"255901","590","(950) 576 4253","2326","1",,,"2020-11-13 14:17:32.728250"
"255901","593","(950) 110 7409","2322","1",,,"2020-11-13 14:17:32.745213"
"255901","594","(950) 701 3180","2322","1",,,"2020-11-13 14:17:32.755247"
"255901","594","(950) 618 5990","2326",,,,"2020-11-13 14:17:32.755986"
"255901","598","(950) 942 3957","2322","1",,,"2020-11-13 14:17:32.782492"
"255901","603","(950) 090 3528","2322","1",,,"2020-11-13 14:17:32.811178"
"255901","606","(950) 647 3412","2328","1",,,"2020-11-13 14:17:32.832146"
"255901","609","(950) 274 1638","2328","1",,,"2020-11-13 14:17:32.858915"
"255901","615","(950) 198 6265","2322","1",,,"2020-11-13 14:17:32.884017"
"255901","615","(950) 275 0102","2328",,,,"2020-11-13 14:17:32.884665"
"255901","619","(950) 681 5653","2322","1",,,"2020-11-13 14:17:32.910887"
"255901","621","(950) 718 8385","2328","1",,,"2020-11-13 14:17:32.934497"
"255901","625","(950) 251 4526","2328","1",,,"2020-11-13 14:17:32.949705"
"255901","626","(950) 820 7435","2328","1",,,"2020-11-13 14:17:32.961998"
"255901","628","(950) 524 9175","2322","1",,,"2020-11-13 14:17:32.984308"
"255901","628","(950) 067 4193","2328",,,,"2020-11-13 14:17:32.985015"
"255901","632","(950) 936 5845","2328","1",,,"2020-11-13 14:17:33.002072"
"255901","634","(950) 236 0048","2322","1",,,"2020-11-13 14:17:33.015303"
"255901","636","(950) 377 2799","2328","1",,,"2020-11-13 14:17:33.039967"
"255901","639","(950) 337 2183","2326","1",,,"2020-11-13 14:17:33.051133"
"255901","642","(950) 126 3037","2322","1",,,"2020-11-13 14:17:33.069621"
"255901","643","(950) 359 6138","2322","1",,,"2020-11-13 14:17:33.075944"
"255901","643","(950) 546 2214","2326",,,,"2020-11-13 14:17:33.076691"
"255901","645","(950) 368 3082","2322","1",,,"2020-11-13 14:17:33.102159"
"255901","648","(950) 173 6560","2328","1",,,"2020-11-13 14:17:33.123985"
"255901","650","(950) 447 3626","2326",,,,"2020-11-13 14:17:33.135579"
"255901","650","(950) 631 2481","2327","1",,,"2020-11-13 14:17:33.136208"
"255901","655","(950) 108 1071","2322","1",,,"2020-11-13 14:17:33.148183"
"255901","656","(950) 413 1650","2322","1",,,"2020-11-13 14:17:33.166054"
"255901","658","(950) 506 4500","2322",,,,"2020-11-13 14:17:33.172695"
"255901","658","(950) 210 5224","2328","1",,,"2020-11-13 14:17:33.173350"
"255901","660","(950) 290 9428","2328","1",,,"2020-11-13 14:17:33.190358"
"255901","662","(950) 753 7541","2323",,,,"2020-11-13 14:17:33.197229"
"255901","662","(950) 417 9580","2322","1",,,"2020-11-13 14:17:33.197832"
"255901","667","(950) 521 1627","2328","1",,,"2020-11-13 14:17:33.224553"
"255901","668","(950) 995 8215","2322","1",,,"2020-11-13 14:17:33.243043"
"255901","668","(950) 673 6008","2326",,,,"2020-11-13 14:17:33.243775"
"255901","672","(950) 315 2189","2322",,,,"2020-11-13 14:17:33.268480"
"255901","672","(950) 419 6211","2326","1",,,"2020-11-13 14:17:33.269210"
"255901","678","(950) 221 0286","2322","1",,,"2020-11-13 14:17:33.300014"
"255901","680","(950) 257 4376","2322","1",,,"2020-11-13 14:17:33.324143"
"255901","684","(950) 943 3199","2328","1",,,"2020-11-13 14:17:33.344293"
"255901","690","(950) 081 1759","2328","1",,,"2020-11-13 14:17:33.372165"
"255901","692","(950) 372 5202","2326","1",,,"2020-11-13 14:17:33.394143"
"255901","696","(950) 998 0230","2323","1",,,"2020-11-13 14:17:33.418743"
"255901","696","(950) 589 2970","2322",,,,"2020-11-13 14:17:33.419508"
"255901","700","(950) 162 9347","2328","1",,,"2020-11-13 14:17:33.443284"
"255901","700","(950) 982 4409","2327",,,,"2020-11-13 14:17:33.444005"
"255901","704","(950) 460 3964","2322","1",,,"2020-11-13 14:17:33.470499"
"255901","708","(950) 383 4668","2326","1",,,"2020-11-13 14:17:33.496354"
"255901","712","(950) 278 6363","2328","1",,,"2020-11-13 14:17:33.521861"
"255901","718","(950) 645 8642","2328","1",,,"2020-11-13 14:17:33.548919"
"255901","721","(950) 004 9910","2322","1",,,"2020-11-13 14:17:33.573401"
"255901","724","(950) 978 4651","2322","1",,,"2020-11-13 14:17:33.598771"
"255901","727","(950) 269 6665","2326","1",,,"2020-11-13 14:17:33.606774"
"255901","728","(950) 429 5217","2328","1",,,"2020-11-13 14:17:33.625300"
"255901","733","(950) 344 2150","2328","1",,,"2020-11-13 14:17:33.650543"
"255901","734","(950) 245 6365","2323",,,,"2020-11-13 14:17:33.661009"
"255901","734","(950) 038 5821","2322","1",,,"2020-11-13 14:17:33.661644"
"255901","736","(950) 991 7122","2323","1",,,"2020-11-13 14:17:33.674641"
"255901","736","(950) 952 2626","2322",,,,"2020-11-13 14:17:33.675349"
"255901","738","(950) 205 6515","2326","1",,,"2020-11-13 14:17:33.689570"
"255901","738","(950) 658 8548","2328",,,,"2020-11-13 14:17:33.690343"
"255901","741","(950) 077 5599","2322","1",,,"2020-11-13 14:17:33.701384"
"255901","744","(950) 924 8428","2322",,,,"2020-11-13 14:17:33.726637"
"255901","744","(950) 956 8786","2326","1",,,"2020-11-13 14:17:33.727488"
"255901","747","(950) 346 3760","2322","1",,,"2020-11-13 14:17:33.747767"
"255901","747","(950) 581 5193","2328",,,,"2020-11-13 14:17:33.748714"
"255901","750","(950) 685 0927","2328","1",,,"2020-11-13 14:17:33.760734"
"255901","751","(950) 035 4416","2322","1",,,"2020-11-13 14:17:33.774844"
"255901","751","(950) 961 6080","2328",,,,"2020-11-13 14:17:33.775477"
"255901","755","(950) 523 4255","2326","1",,,"2020-11-13 14:17:33.786658"
"255901","757","(950) 952 0947","2328","1",,,"2020-11-13 14:17:33.806564"
"255901","758","(950) 717 0939","2323","1",,,"2020-11-13 14:17:33.813898"
"255901","758","(950) 803 4850","2322",,,,"2020-11-13 14:17:33.814498"
"255901","762","(950) 482 8056","2322","1",,,"2020-11-13 14:17:33.842193"
"255901","763","(950) 801 2901","2322","1",,,"2020-11-13 14:17:33.849835"
"255901","767","(950) 017 8564","2322","1",,,"2020-11-13 14:17:33.875837"
"255901","770","(950) 336 7588","2322","1",,,"2020-11-13 14:17:33.895183"
"255901","771","(950) 445 3766","2326","1",,,"2020-11-13 14:17:33.912361"
"255901","774","(950) 634 1976","2326","1",,,"2020-11-13 14:17:33.925070"
"255901","2","(950) 617 5016","2326","1",,,"2020-11-13 14:17:28.517560"
"255901","7","(950) 762 1186","2328","1",,,"2020-11-13 14:17:28.549669"
"255901","10","(950) 282 4887","2322","1",,,"2020-11-13 14:17:28.580582"
"255901","10","(950) 192 9677","2326",,,,"2020-11-13 14:17:28.581243"
"255901","16","(950) 127 5182","2326","1",,,"2020-11-13 14:17:28.608202"
"255901","16","(950) 173 3794","2328",,,,"2020-11-13 14:17:28.608849"
"255901","19","(950) 564 8432","2322","1",,,"2020-11-13 14:17:28.630028"
"255901","22","(950) 951 3488","2322","1",,,"2020-11-13 14:17:28.653971"
"255901","22","(950) 603 8644","2326",,,,"2020-11-13 14:17:28.654533"
"255901","24","(950) 904 2135","2328","1",,,"2020-11-13 14:17:28.674609"
"255901","27","(950) 203 6522","2326","1",,,"2020-11-13 14:17:28.701341"
"255901","32","(950) 826 4904","2322","1",,,"2020-11-13 14:17:28.725475"
"255901","34","(950) 780 7543","2322","1",,,"2020-11-13 14:17:28.740913"
"255901","34","(950) 353 1572","2326",,,,"2020-11-13 14:17:28.741766"
"255901","37","(950) 422 9622","2322",,,,"2020-11-13 14:17:28.759417"
"255901","37","(950) 859 9808","2326","1",,,"2020-11-13 14:17:28.760128"
"255901","38","(950) 260 6775","2323",,,,"2020-11-13 14:17:28.769017"
"255901","38","(950) 258 2650","2322","1",,,"2020-11-13 14:17:28.769663"
"255901","42","(950) 079 6006","2322","1",,,"2020-11-13 14:17:28.791705"
"255901","46","(950) 456 6569","2322","1",,,"2020-11-13 14:17:28.823399"
"255901","69","(950) 271 0725","2322",,,,"2020-11-13 14:17:28.990280"
"255901","69","(950) 803 1793","2326","1",,,"2020-11-13 14:17:28.991310"
"255901","74","(950) 607 1798","2322","1",,,"2020-11-13 14:17:29.013427"
"255901","75","(950) 426 3223","2326","1",,,"2020-11-13 14:17:29.027366"
"255901","76","(950) 741 0906","2322",,,,"2020-11-13 14:17:29.042315"
"255901","76","(950) 559 6377","2326","1",,,"2020-11-13 14:17:29.042927"
"255901","82","(950) 064 7739","2322","1",,,"2020-11-13 14:17:29.072291"
"255901","86","(950) 068 8162","2322","1",,,"2020-11-13 14:17:29.102076"
"255901","86","(950) 686 9530","2326",,,,"2020-11-13 14:17:29.102808"
"255901","90","(950) 166 0430","2322",,,,"2020-11-13 14:17:29.125904"
"255901","90","(950) 164 7902","2326","1",,,"2020-11-13 14:17:29.126597"
"255901","99","(950) 476 9358","2322","1",,,"2020-11-13 14:17:29.192238"
"255901","104","(950) 783 0844","2328","1",,,"2020-11-13 14:17:29.220609"
"255901","109","(950) 248 6549","2326","1",,,"2020-11-13 14:17:29.269925"
"255901","112","(950) 314 3305","2326","1",,,"2020-11-13 14:17:29.278847"
"255901","115","(950) 758 1279","2322","1",,,"2020-11-13 14:17:29.301449"
"255901","119","(950) 136 8767","2322","1",,,"2020-11-13 14:17:29.329015"
"255901","121","(950) 485 4961","2322","1",,,"2020-11-13 14:17:29.345920"
"255901","121","(950) 124 8432","2326",,,,"2020-11-13 14:17:29.346524"
"255901","122","(950) 522 7166","2323",,,,"2020-11-13 14:17:29.352447"
"255901","122","(950) 943 6464","2322","1",,,"2020-11-13 14:17:29.353072"
"255901","125","(950) 572 7902","2328","1",,,"2020-11-13 14:17:29.376257"
"255901","129","(950) 334 5956","2322","1",,,"2020-11-13 14:17:29.400628"
"255901","133","(950) 440 2818","2322","1",,,"2020-11-13 14:17:29.424348"
"255901","133","(950) 726 8178","2326",,,,"2020-11-13 14:17:29.424930"
"255901","135","(950) 331 0338","2322","1",,,"2020-11-13 14:17:29.431793"
"255901","137","(950) 254 4408","2326","1",,,"2020-11-13 14:17:29.452384"
"255901","146","(950) 008 2914","2326","1",,,"2020-11-13 14:17:29.510272"
"255901","150","(950) 879 9668","2326",,,,"2020-11-13 14:17:29.534118"
"255901","150","(950) 738 6406","2328","1",,,"2020-11-13 14:17:29.534881"
"255901","155","(950) 882 3547","2322","1",,,"2020-11-13 14:17:29.564516"
"255901","155","(950) 552 5345","2326",,,,"2020-11-13 14:17:29.565291"
"255901","159","(950) 386 0015","2326","1",,,"2020-11-13 14:17:29.589763"
"255901","159","(950) 355 2404","2328",,,,"2020-11-13 14:17:29.590451"
"255901","163","(950) 014 8693","2328","1",,,"2020-11-13 14:17:29.859611"
"255901","170","(950) 207 0330","2322","1",,,"2020-11-13 14:17:29.889081"
"255901","175","(950) 669 2949","2326","1",,,"2020-11-13 14:17:29.916870"
"255901","181","(950) 050 8278","2322","1",,,"2020-11-13 14:17:29.997379"
"255901","186","(950) 579 3750","2322",,,,"2020-11-13 14:17:30.041934"
"255901","186","(950) 603 3970","2328","1",,,"2020-11-13 14:17:30.042624"
"255901","194","(950) 389 2658","2326","1",,,"2020-11-13 14:17:30.094445"
"255901","197","(950) 429 7110","2326","1",,,"2020-11-13 14:17:30.119316"
"255901","202","(950) 295 3509","2322",,,,"2020-11-13 14:17:30.150797"
"255901","202","(950) 167 6618","2328","1",,,"2020-11-13 14:17:30.151574"
"255901","204","(950) 616 0617","2328","1",,,"2020-11-13 14:17:30.166380"
"255901","207","(950) 275 0273","2322",,,,"2020-11-13 14:17:30.189959"
"255901","207","(950) 433 2027","2328","1",,,"2020-11-13 14:17:30.190614"
"255901","215","(950) 316 9380","2326","1",,,"2020-11-13 14:17:30.239942"
"255901","215","(950) 661 4406","2328",,,,"2020-11-13 14:17:30.240792"
"255901","221","(950) 222 1295","2328","1",,,"2020-11-13 14:17:30.273032"
"255901","228","(950) 085 4220","2322","1",,,"2020-11-13 14:17:30.321460"
"255901","234","(950) 639 9061","2322","1",,,"2020-11-13 14:17:30.359311"
"255901","234","(950) 560 9196","2326",,,,"2020-11-13 14:17:30.360233"
"255901","237","(950) 327 2819","2322","1",,,"2020-11-13 14:17:30.372047"
"255901","237","(950) 946 7479","2326",,,,"2020-11-13 14:17:30.373210"
"255901","242","(950) 069 1423","2323",,,,"2020-11-13 14:17:30.420440"
"255901","242","(950) 880 8124","2322","1",,,"2020-11-13 14:17:30.421163"
"255901","249","(950) 395 0442","2322",,,,"2020-11-13 14:17:30.467342"
"255901","249","(950) 851 6075","2328","1",,,"2020-11-13 14:17:30.468145"
"255901","254","(950) 820 6842","2326","1",,,"2020-11-13 14:17:30.510441"
"255901","254","(950) 114 5313","2328",,,,"2020-11-13 14:17:30.511131"
"255901","259","(950) 077 0496","2326","1",,,"2020-11-13 14:17:30.541391"
"255901","261","(950) 938 7663","2322","1",,,"2020-11-13 14:17:30.559658"
"255901","272","(950) 427 0950","2326","1",,,"2020-11-13 14:17:30.616581"
"255901","270","(950) 958 1359","2326","1",,,"2020-11-13 14:17:30.631932"
"255901","275","(950) 082 2385","2322","1",,,"2020-11-13 14:17:30.650854"
"255901","275","(950) 760 5131","2328",,,,"2020-11-13 14:17:30.652623"
"255901","278","(950) 251 9073","2322","1",,,"2020-11-13 14:17:30.675172"
"255901","282","(950) 054 2848","2328","1",,,"2020-11-13 14:17:30.708228"
"255901","290","(950) 273 1259","2323","1",,,"2020-11-13 14:17:30.758756"
"255901","290","(950) 068 1876","2326",,,,"2020-11-13 14:17:30.759337"
"255901","292","(950) 780 5323","2328","1",,,"2020-11-13 14:17:30.767552"
"255901","295","(950) 461 8874","2326","1",,,"2020-11-13 14:17:30.790747"
"255901","295","(950) 313 9772","2328",,,,"2020-11-13 14:17:30.791951"
"255901","318","(950) 233 3658","2322","1",,,"2020-11-13 14:17:30.937583"
"255901","319","(950) 663 7156","2322",,,,"2020-11-13 14:17:30.956511"
"255901","319","(950) 520 8413","2328","1",,,"2020-11-13 14:17:30.957160"
"255901","326","(950) 408 8207","2322","1",,,"2020-11-13 14:17:30.993012"
