addresstypedescriptorid,city,parentusi,postalcode,stateabbreviationdescriptorid,streetnumbername,apartmentroomsuitenumber,buildingsitenumber,nameofcounty,countyfipscode,latitude,longitude,donotpublishindicator,congressionaldistrict,localedescriptorid,createdate
"91","Grand Bend","440","78834","2222","998 White Fabien Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.269197"
"91","Grand Bend","444","78834","2222","474 Rocky Nobel Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.290717"
"91","Grand Bend","447","78834","2222","15 Fabien Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.314983"
"91","Grand Bend","451","78834","2222","515 West Nobel Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.337225"
"94","Grand Bend","457","78834","2222","39 Hague Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.373553"
"94","Grand Bend","460","78834","2222","485 Rocky New Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.383110"
"91","Grand Bend","462","78834","2222","465 Green Clarendon Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.395134"
"91","Grand Bend","466","78834","2222","92 Cowley Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.415760"
"94","Grand Bend","470","78834","2222","398 Second Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.440344"
"91","Grand Bend","473","78834","2222","31 New Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.456270"
"90","Grand Bend","475","78834","2222","453 East New Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.468235"
"91","Grand Bend","476","78834","2222","59 North Cowley Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.478457"
"94","Grand Bend","485","78834","2222","89 East Second Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.521542"
"91","Grand Bend","492","78834","2222","967 First Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.562509"
"91","Grand Bend","494","78834","2222","30 New Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.569915"
"90","Grand Bend","496","78834","2222","448 White Hague Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.583745"
"94","Grand Bend","499","78834","2222","81 Rocky First St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.602390"
"91","Grand Bend","510","78834","2222","74 West Fabien Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.656502"
"91","Grand Bend","512","78834","2222","37 Fabien Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.666141"
"91","Grand Bend","520","78834","2222","92 North Nobel Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.709488"
"91","Grand Bend","525","78834","2222","36 Rocky Nobel St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.741618"
"91","Grand Bend","530","78834","2222","29 West New Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.011885"
"91","Grand Bend","536","78834","2222","634 North Rocky Clarendon Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.038313"
"91","Grand Bend","540","78834","2222","650 First Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.060744"
"91","Grand Bend","541","78834","2222","69 Rocky Fabien St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.080175"
"91","Grand Bend","544","78834","2222","54 Rocky Fabien Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.089893"
"91","Grand Bend","548","78834","2222","394 Green Hague Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.120625"
"91","Grand Bend","550","78834","2222","866 West Milton Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.143431"
"90","Grand Bend","556","78834","2222","468 Milton Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.168139"
"91","Grand Bend","560","78834","2222","824 Clarendon Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.190594"
"91","Grand Bend","568","78834","2222","77 East First Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.239724"
"91","Grand Bend","572","78834","2222","767 Rocky Nobel Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.263932"
"91","Grand Bend","575","78834","2222","432 Hague St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.284239"
"91","Grand Bend","579","78834","2222","99 West Rocky Oak Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.308992"
"91","Grand Bend","580","78834","2222","99 West Rocky Oak Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.313918"
"91","Grand Bend","584","78834","2222","897 Green Cowley Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.339930"
"91","Grand Bend","585","78834","2222","897 Green Cowley Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.350762"
"91","Grand Bend","587","78834","2222","434 Green Clarendon Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.357795"
"91","Grand Bend","590","78834","2222","51 West Green First Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.375590"
"91","Grand Bend","600","78834","2222","361 Old St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.434224"
"91","Grand Bend","602","78834","2222","388 White Hague Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.444541"
"91","Grand Bend","603","78834","2222","71 Milton St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.455325"
"91","Grand Bend","608","78834","2222","762 East Fabien Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.478873"
"90","Grand Bend","609","78834","2222","25 Fabien Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.485756"
"91","Grand Bend","611","78834","2222","85 Clarendon Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.498379"
"91","Grand Bend","616","78834","2222","389 Fabien Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.526403"
"91","Grand Bend","619","78834","2222","58 East Old Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.543775"
"90","Grand Bend","621","78834","2222","529 Fabien Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.550785"
"90","Grand Bend","624","78834","2222","456 Green Nobel Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.570419"
"91","Grand Bend","627","78834","2222","82 Second Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.586439"
"91","Grand Bend","628","78834","2222","82 Second Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.591704"
"91","Grand Bend","631","78834","2222","369 First Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.606868"
"91","Grand Bend","636","78834","2222","86 Old Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.634779"
"90","Grand Bend","639","78834","2222","105 Old Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.654990"
"91","Grand Bend","645","78834","2222","44 Second Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.689932"
"93","Grand Bend","647","78834","2222","420 White Hague Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.697189"
"90","Grand Bend","653","78834","2222","51 Green New St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.739999"
"90","Grand Bend","656","78834","2222","25 Green First St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.753598"
"91","Grand Bend","660","78834","2222","68 Green Milton Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.006740"
"90","Grand Bend","664","78834","2222","588 White Old St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.031211"
"90","Grand Bend","668","78834","2222","643 Oak Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.052757"
"90","Grand Bend","671","78834","2222","354 East Rocky Fabien St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.075674"
"90","Grand Bend","675","78834","2222","883 Cowley Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.096668"
"90","Grand Bend","678","78834","2222","92 Rocky Hague Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.349094"
"93","Grand Bend","685","78834","2222","211 East Fabien Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.387996"
"90","Grand Bend","693","78834","2222","163 East Green Cowley Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.432786"
"93","Grand Bend","698","78834","2222","51 Cowley Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.456699"
"93","Grand Bend","710","78834","2222","43 Nobel Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.522281"
"93","Grand Bend","717","78834","2222","37 Hague Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.563861"
"90","Grand Bend","724","78834","2222","20 South Old Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.604025"
"90","Grand Bend","732","78834","2222","12 New Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.649904"
"91","Grand Bend","491","78834","2222","967 First Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.560249"
"90","Grand Bend","495","78834","2222","92 West Second St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.580711"
"94","Grand Bend","498","78834","2222","75 Green Milton Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.599102"
"91","Grand Bend","504","78834","2222","830 Rocky Second Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.622454"
"91","Grand Bend","506","78834","2222","830 Rocky Second Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.635535"
"90","Grand Bend","508","78834","2222","36 Rocky Hague Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.646276"
"91","Grand Bend","514","78834","2222","448 Oak St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.676996"
"91","Grand Bend","515","78834","2222","448 Oak St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.687811"
"91","Grand Bend","518","78834","2222","985 First Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.698433"
"91","Grand Bend","519","78834","2222","92 North Nobel Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.707369"
"91","Grand Bend","522","78834","2222","843 Green Fabien Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.720713"
"91","Grand Bend","524","78834","2222","28 Rocky Second Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.733338"
"90","Grand Bend","527","78834","2222","982 North Green Second Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.749374"
"91","Grand Bend","529","78834","2222","29 West New Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.008920"
"91","Grand Bend","532","78834","2222","873 Old Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.013706"
"91","Grand Bend","534","78834","2222","96 East First Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.035902"
"91","Grand Bend","537","78834","2222","634 North Rocky Clarendon Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.051288"
"91","Grand Bend","539","78834","2222","69 Rocky Fabien St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.059840"
"91","Grand Bend","542","78834","2222","42 First Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.087380"
"91","Grand Bend","549","78834","2222","394 Green Hague Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.128537"
"91","Grand Bend","551","78834","2222","814 North Oak Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.145405"
"91","Grand Bend","558","78834","2222","824 Clarendon Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.187895"
"91","Grand Bend","564","78834","2222","808 Nobel St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.216959"
"90","Grand Bend","565","78834","2222","627 Rocky Clarendon St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.226288"
"90","Grand Bend","567","78834","2222","45 Hague Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.239488"
"91","Grand Bend","571","78834","2222","767 Rocky Nobel Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.263878"
"91","Grand Bend","574","78834","2222","47 Rocky Cowley Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.281456"
"90","Grand Bend","576","78834","2222","78 First Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.287081"
"90","Grand Bend","578","78834","2222","75 East Clarendon Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.304605"
"90","Grand Bend","583","78834","2222","215 First Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.337643"
"91","Grand Bend","591","78834","2222","31 North Cowley Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.377515"
"91","Grand Bend","594","78834","2222","11 South White Second Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.395474"
"91","Grand Bend","598","78834","2222","619 Old St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.421019"
"94","Grand Bend","613","78834","2222","69 Rocky Second Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.505979"
"94","Grand Bend","614","78834","2222","69 Rocky Second Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.512436"
"90","Grand Bend","622","78834","2222","754 North Clarendon Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.558938"
"90","Grand Bend","623","78834","2222","130 East Green Second Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.565506"
"91","Grand Bend","633","78834","2222","46 Green Second Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.618339"
"91","Grand Bend","634","78834","2222","46 Green Second Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.630564"
"91","Grand Bend","637","78834","2222","474 West Hague St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.642428"
"90","Grand Bend","640","78834","2222","105 Old Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.656252"
"90","Grand Bend","643","78834","2222","587 Rocky Clarendon Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.676526"
"93","Grand Bend","650","78834","2222","18 White First St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.717813"
"91","Grand Bend","655","78834","2222","621 Nobel Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.744659"
"90","Grand Bend","659","78834","2222","588 White Old St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.005438"
"93","Grand Bend","663","78834","2222","47 West Old Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.028988"
"93","Grand Bend","667","78834","2222","971 Cowley Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.051673"
"93","Grand Bend","672","78834","2222","68 Second Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.076963"
"90","Grand Bend","677","78834","2222","193 Rocky Old St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.101717"
"90","Grand Bend","680","78834","2222","678 Rocky Fabien Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.349765"
"93","Grand Bend","683","78834","2222","23 Oak St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.370658"
"93","Grand Bend","688","78834","2222","23 Rocky Milton Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.400590"
"93","Grand Bend","690","78834","2222","739 Nobel Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.412832"
"90","Grand Bend","692","78834","2222","163 East Green Cowley Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.422678"
"93","Grand Bend","695","78834","2222","660 East Green Fabien Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.440404"
"93","Grand Bend","701","78834","2222","34 South Green Milton Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.474365"
"93","Grand Bend","703","78834","2222","22 White Hague St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.487987"
"90","Grand Bend","705","78834","2222","246 Green Fabien Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.496726"
"90","Grand Bend","708","78834","2222","16 White Cowley Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.512804"
"93","Grand Bend","711","78834","2222","43 Nobel Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.533853"
"90","Grand Bend","713","78834","2222","56 Clarendon Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.540710"
"93","Grand Bend","716","78834","2222","29 Green Milton St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.562340"
"93","Grand Bend","718","78834","2222","37 Hague Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.570818"
"90","Grand Bend","720","78834","2222","25 White Hague St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.582418"
"93","Grand Bend","730","78834","2222","475 Rocky First Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.637236"
"93","Grand Bend","734","78834","2222","43 Rocky New Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.665554"
"90","Grand Bend","736","78834","2222","29 West Green Cowley Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.673400"
"90","Grand Bend","739","78834","2222","783 Fabien Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.691101"
"93","Grand Bend","740","78834","2222","216 North White Fabien Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.696782"
"93","Grand Bend","744","78834","2222","981 East Cowley Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.718002"
"91","Grand Bend","745","78834","2222","84 Fabien St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.725651"
"91","Grand Bend","746","78834","2222","84 Fabien St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.736042"
"90","Grand Bend","749","78834","2222","784 East Second Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.749926"
"93","Grand Bend","752","78834","2222","26 North Hague Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.764469"
"91","Grand Bend","509","78834","2222","74 West Fabien Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.654156"
"90","Grand Bend","511","78834","2222","750 Hague Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.665719"
"91","Grand Bend","513","78834","2222","37 Fabien Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.674994"
"91","Grand Bend","517","78834","2222","985 First Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.695575"
"91","Grand Bend","521","78834","2222","843 Green Fabien Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.719833"
"91","Grand Bend","523","78834","2222","28 Rocky Second Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.730713"
"91","Grand Bend","526","78834","2222","36 Rocky Nobel St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:50.744575"
"91","Grand Bend","531","78834","2222","873 Old Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.013099"
"91","Grand Bend","533","78834","2222","96 East First Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.029106"
"90","Grand Bend","535","78834","2222","63 Clarendon Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.036370"
"91","Grand Bend","538","78834","2222","650 First Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.059268"
"91","Grand Bend","543","78834","2222","42 First Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.087631"
"91","Grand Bend","545","78834","2222","54 Rocky Fabien Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.102607"
"91","Grand Bend","546","78834","2222","17 White Clarendon Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.120020"
"91","Grand Bend","553","78834","2222","814 North Oak Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.149969"
"90","Grand Bend","555","78834","2222","26 Milton Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.168141"
"90","Grand Bend","557","78834","2222","14 Hague Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.175464"
"90","Grand Bend","559","78834","2222","173 South Green New Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.187906"
"91","Grand Bend","561","78834","2222","27 North New Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.200638"
"91","Grand Bend","563","78834","2222","808 Nobel St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.216472"
"90","Grand Bend","566","78834","2222","196 North First Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.239349"
"91","Grand Bend","569","78834","2222","77 East First Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.249408"
"90","Grand Bend","570","78834","2222","648 East Oak St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.261848"
"91","Grand Bend","573","78834","2222","47 Rocky Cowley Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.273501"
"91","Grand Bend","577","78834","2222","432 Hague St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.297010"
"91","Grand Bend","581","78834","2222","85 West Fabien Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.321501"
"91","Grand Bend","582","78834","2222","85 West Fabien Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.334554"
"90","Grand Bend","586","78834","2222","433 South Rocky Old Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.356153"
"91","Grand Bend","588","78834","2222","434 Green Clarendon Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.362858"
"91","Grand Bend","589","78834","2222","51 West Green First Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.373898"
"91","Grand Bend","592","78834","2222","31 North Cowley Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.385189"
"91","Grand Bend","593","78834","2222","11 South White Second Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.395240"
"91","Grand Bend","596","78834","2222","619 Old St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.406555"
"90","Grand Bend","597","78834","2222","659 Rocky Oak Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.420847"
"91","Grand Bend","599","78834","2222","361 Old St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.431851"
"91","Grand Bend","601","78834","2222","388 White Hague Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.441481"
"91","Grand Bend","604","78834","2222","71 Milton St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.455298"
"90","Grand Bend","605","78834","2222","60 First St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.464896"
"91","Grand Bend","607","78834","2222","762 East Fabien Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.477943"
"91","Grand Bend","610","78834","2222","85 Clarendon Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.491296"
"90","Grand Bend","612","78834","2222","867 Cowley Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.501415"
"91","Grand Bend","615","78834","2222","389 Fabien Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.519252"
"90","Grand Bend","617","78834","2222","96 Nobel Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.526583"
"91","Grand Bend","618","78834","2222","58 East Old Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.536916"
"90","Grand Bend","620","78834","2222","200 Rocky Nobel Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.549054"
"91","Grand Bend","626","78834","2222","522 South Second Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.581313"
"90","Grand Bend","629","78834","2222","817 South White Fabien Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.597245"
"91","Grand Bend","630","78834","2222","369 First Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.603463"
"90","Grand Bend","632","78834","2222","14 Green New St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.612491"
"91","Grand Bend","635","78834","2222","86 Old Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.633338"
"91","Grand Bend","638","78834","2222","474 West Hague St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.651787"
"90","Grand Bend","641","78834","2222","53 Second Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.665637"
"91","Grand Bend","642","78834","2222","510 East Green Old Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.674256"
"91","Grand Bend","644","78834","2222","510 East Green Old Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.680099"
"91","Grand Bend","646","78834","2222","44 Second Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.695106"
"93","Grand Bend","648","78834","2222","420 White Hague Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.703494"
"93","Grand Bend","649","78834","2222","18 White First St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.716866"
"90","Grand Bend","652","78834","2222","146 First Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.730329"
"91","Grand Bend","654","78834","2222","621 Nobel Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:51.742044"
"90","Grand Bend","658","78834","2222","30 Rocky First Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.005192"
"93","Grand Bend","665","78834","2222","47 West Old Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.032821"
"93","Grand Bend","666","78834","2222","971 Cowley Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.050862"
"90","Grand Bend","669","78834","2222","643 Oak Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.058533"
"93","Grand Bend","670","78834","2222","68 Second Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.074268"
"90","Grand Bend","673","78834","2222","28 East New Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.080926"
"90","Grand Bend","674","78834","2222","28 East New Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.093719"
"90","Grand Bend","679","78834","2222","876 Nobel Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.349068"
"93","Grand Bend","682","78834","2222","23 Oak St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.370054"
"93","Grand Bend","684","78834","2222","211 East Fabien Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.376017"
"93","Grand Bend","687","78834","2222","569 New Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.394362"
"93","Grand Bend","689","78834","2222","23 Rocky Milton Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.409999"
"93","Grand Bend","691","78834","2222","739 Nobel Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.419274"
"90","Grand Bend","694","78834","2222","32 North Oak Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.437329"
"93","Grand Bend","696","78834","2222","660 East Green Fabien Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.446204"
"93","Grand Bend","697","78834","2222","51 Cowley Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.454668"
"93","Grand Bend","699","78834","2222","96 Milton Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.463634"
"93","Grand Bend","700","78834","2222","96 Milton Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:52.471784"
