addresstypedescriptorid,city,educationorganizationid,postalcode,stateabbreviationdescriptorid,streetnumbername,studentusi,apartmentroomsuitenumber,buildingsitenumber,nameofcounty,countyfipscode,latitude,longitude,donotpublishindicator,congressionaldistrict,localedescriptorid,createdate
"85","Grand Bend","255901","78834","2222","299 Rocky Cowley Road","716",,,"WILLISTON",,,,,,,"2020-11-13 14:17:33.548778"
"90","Grand Bend","255901","78834","2222","81 Nobel Blvd.","116",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.302862"
"90","Grand Bend","255901","78834","2222","85 White Cowley Road","118",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.323498"
"90","Grand Bend","255901","78834","2222","222 West White Old Road","123",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.351800"
"90","Grand Bend","255901","78834","2222","746 Oak Blvd.","127",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.381216"
"90","Grand Bend","255901","78834","2222","11 Old Parkway","131",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.406419"
"90","Grand Bend","255901","78834","2222","96 Fabien Avenue","140",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.463716"
"90","Grand Bend","255901","78834","2222","239 Green Nobel Drive","142",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.481077"
"94","Grand Bend","255901","78834","2222","487 Green Oak Freeway","144",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.495891"
"90","Grand Bend","255901","78834","2222","430 North Hague Freeway","148",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.521031"
"94","Grand Bend","255901","78834","2222","184 Green Milton Way","151",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.538860"
"94","Grand Bend","255901","78834","2222","943 Green Milton Avenue","153",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.558469"
"90","Grand Bend","255901","78834","2222","412 South Green Hague Road","157",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.584138"
"94","Grand Bend","255901","78834","2222","58 East Oak Boulevard","161",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.606552"
"94","Grand Bend","255901","78834","2222","51 South Clarendon Boulevard","165",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.855017"
"94","Grand Bend","255901","78834","2222","130 Green Nobel Blvd.","169",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.886818"
"94","Grand Bend","255901","78834","2222","304 Milton Way","172",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.909329"
"94","Grand Bend","255901","78834","2222","67 First Boulevard","174",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.929948"
"94","Grand Bend","255901","78834","2222","426 North White Second Drive","176",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.938589"
"94","Grand Bend","255901","78834","2222","820 East White Oak Drive","178",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.952941"
"94","Grand Bend","255901","78834","2222","924 New Boulevard","182",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.976121"
"94","Grand Bend","255901","78834","2222","52 Fabien Freeway","180",,,"WILLISTON",,,,,,,"2020-11-13 14:17:29.992413"
"90","Grand Bend","255901","78834","2222","325 West Green Clarendon Way","187",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.038868"
"90","Grand Bend","255901","78834","2222","75 West White Clarendon Avenue","188",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.061633"
"90","Grand Bend","255901","78834","2222","147 White Second Parkway","191",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.069208"
"94","Grand Bend","255901","78834","2222","47 Milton Drive","195",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.096981"
"90","Grand Bend","255901","78834","2222","13 Fabien Way","199",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.126685"
"94","Grand Bend","255901","78834","2222","353 Hague Street","200",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.137739"
"90","Grand Bend","255901","78834","2222","668 Fabien Parkway","203",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.160253"
"94","Grand Bend","255901","78834","2222","58 South Rocky Clarendon Road","205",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.172627"
"90","Grand Bend","255901","78834","2222","185 West White Second Way","210",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.199662"
"94","Grand Bend","255901","78834","2222","364 First Avenue","211",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.211510"
"94","Grand Bend","255901","78834","2222","396 Hague Way","213",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.222293"
"94","Grand Bend","255901","78834","2222","866 Hague Freeway","218",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.248487"
"94","Grand Bend","255901","78834","2222","894 Rocky Milton Avenue","220",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.268736"
"94","Grand Bend","255901","78834","2222","75 Old Drive","223",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.292192"
"90","Grand Bend","255901","78834","2222","92 Old Drive","225",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.304011"
"90","Grand Bend","255901","78834","2222","19 Rocky Cowley Road","227",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.315801"
"94","Grand Bend","255901","78834","2222","807 West White Nobel Avenue","229",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.327842"
"90","Grand Bend","255901","78834","2222","741 Milton St.","231",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.340008"
"94","Grand Bend","255901","78834","2222","487 West New Blvd.","233",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.352484"
"94","Grand Bend","255901","78834","2222","92 Second Road","236",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.380049"
"90","Grand Bend","255901","78834","2222","25 East New Road","239",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.391247"
"94","Grand Bend","255901","78834","2222","929 Milton Drive","243",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.412801"
"90","Grand Bend","255901","78834","2222","96 Nobel Drive","246",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.436204"
"94","Grand Bend","255901","78834","2222","362 Rocky Oak Street","247",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.445497"
"94","Grand Bend","255901","78834","2222","44 First Parkway","250",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.469023"
"94","Grand Bend","255901","78834","2222","345 Old Way","253",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.506094"
"90","Grand Bend","255901","78834","2222","56 White Clarendon Way","257",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.530953"
"90","Grand Bend","255901","78834","2222","949 New Way","263",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.566423"
"90","Grand Bend","255901","78834","2222","859 Second St.","264",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.575996"
"94","Grand Bend","255901","78834","2222","451 Rocky Oak Boulevard","265",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.584980"
"94","Grand Bend","255901","78834","2222","27 West White Clarendon Boulevard","266",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.593105"
"91","Grand Bend","255901","78834","2222","998 White Fabien Boulevard","268",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.603682"
"90","Grand Bend","255901","78834","2222","56 Old Boulevard","269",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.613731"
"90","Grand Bend","255901","78834","2222","50 Rocky Second St.","271",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.623727"
"90","Grand Bend","255901","78834","2222","523 Oak Street","274",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.644502"
"94","Grand Bend","255901","78834","2222","57 Green First Road","277",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.665337"
"94","Grand Bend","255901","78834","2222","485 Rocky New Boulevard","279",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.677554"
"91","Grand Bend","255901","78834","2222","465 Green Clarendon Parkway","280",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.687596"
"91","Grand Bend","255901","78834","2222","92 Cowley Parkway","283",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.705044"
"94","Grand Bend","255901","78834","2222","398 Second Freeway","285",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.717549"
"90","Grand Bend","255901","78834","2222","453 East New Avenue","289",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.738777"
"91","Grand Bend","255901","78834","2222","12 East White Clarendon Street","293",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.774723"
"91","Grand Bend","255901","78834","2222","493 Green Second Freeway","296",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.793417"
"90","Grand Bend","255901","78834","2222","53 Oak St.","297",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.802702"
"91","Grand Bend","255901","78834","2222","30 New Way","299",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.814018"
"91","Grand Bend","255901","78834","2222","39 Green Milton Road","304",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.843984"
"91","Grand Bend","255901","78834","2222","830 Rocky Second Boulevard","305",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.857023"
"90","Grand Bend","255901","78834","2222","36 Rocky Hague Road","307",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.867177"
"90","Grand Bend","255901","78834","2222","750 Hague Blvd.","309",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.882860"
"90","Grand Bend","255901","78834","2222","113 Fabien Way","201",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.142383"
"94","Grand Bend","255901","78834","2222","321 Second Freeway","206",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.174216"
"94","Grand Bend","255901","78834","2222","815 Milton Avenue","209",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.197151"
"94","Grand Bend","255901","78834","2222","474 First Avenue","212",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.214966"
"94","Grand Bend","255901","78834","2222","893 Nobel Blvd.","214",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.225158"
"90","Grand Bend","255901","78834","2222","512 Green Hague Blvd.","217",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.245894"
"94","Grand Bend","255901","78834","2222","191 West White Hague Parkway","219",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.263733"
"90","Grand Bend","255901","78834","2222","209 North Fabien Way","222",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.273308"
"94","Grand Bend","255901","78834","2222","196 North Nobel Boulevard","224",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.295560"
"94","Grand Bend","255901","78834","2222","944 West Green Fabien Boulevard","226",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.304210"
"94","Grand Bend","255901","78834","2222","52 New Blvd.","230",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.330333"
"94","Grand Bend","255901","78834","2222","94 East White Old St.","232",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.342949"
"90","Grand Bend","255901","78834","2222","309 Nobel Parkway","235",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.365417"
"90","Grand Bend","255901","78834","2222","887 Oak Boulevard","238",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.384527"
"90","Grand Bend","255901","78834","2222","478 Hague Parkway","240",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.397424"
"94","Grand Bend","255901","78834","2222","89 Hague Freeway","241",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.408072"
"94","Grand Bend","255901","78834","2222","95 North Rocky Fabien Boulevard","244",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.430331"
"90","Grand Bend","255901","78834","2222","328 Old Freeway","245",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.441531"
"94","Grand Bend","255901","78834","2222","120 White Oak Avenue","248",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.464069"
"94","Grand Bend","255901","78834","2222","97 Cowley Street","251",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.473289"
"94","Grand Bend","255901","78834","2222","434 Oak Boulevard","252",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.497836"
"90","Grand Bend","255901","78834","2222","12 South Hague Way","255",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.514806"
"94","Grand Bend","255901","78834","2222","62 Second Freeway","256",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.523100"
"94","Grand Bend","255901","78834","2222","662 Green Second Boulevard","258",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.535337"
"94","Grand Bend","255901","78834","2222","354 Rocky Old Street","260",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.547384"
"94","Grand Bend","255901","78834","2222","61 First Drive","262",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.566091"
"90","Grand Bend","255901","78834","2222","29 West Rocky Clarendon Freeway","267",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.588854"
"91","Grand Bend","255901","78834","2222","15 Fabien Avenue","273",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.638782"
"91","Grand Bend","255901","78834","2222","183 Oak Drive","276",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.656886"
"94","Grand Bend","255901","78834","2222","82 South White Fabien Way","281",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.690383"
"90","Grand Bend","255901","78834","2222","35 Green Nobel Road","284",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.711887"
"91","Grand Bend","255901","78834","2222","75 North White Oak Freeway","286",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.730437"
"91","Grand Bend","255901","78834","2222","59 North Cowley Boulevard","288",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.744202"
"90","Grand Bend","255901","78834","2222","10 Green Second Parkway","291",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.761681"
"94","Grand Bend","255901","78834","2222","89 East Second Drive","294",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.783595"
"91","Grand Bend","255901","78834","2222","967 First Drive","298",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.809937"
"90","Grand Bend","255901","78834","2222","92 West Second St.","300",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.818847"
"90","Grand Bend","255901","78834","2222","448 White Hague Road","301",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.829377"
"94","Grand Bend","255901","78834","2222","81 Rocky First St.","303",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.840742"
"91","Grand Bend","255901","78834","2222","94 Milton Road","306",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.859096"
"91","Grand Bend","255901","78834","2222","74 West Fabien Way","308",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.869613"
"91","Grand Bend","255901","78834","2222","37 Fabien Street","310",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.883994"
"90","Grand Bend","255901","78834","2222","900 Fabien Street","312",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.898444"
"91","Grand Bend","255901","78834","2222","92 North Nobel Avenue","314",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.911462"
"91","Grand Bend","255901","78834","2222","28 Rocky Second Way","316",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.925046"
"91","Grand Bend","255901","78834","2222","36 Rocky Nobel St.","317",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.935880"
"91","Grand Bend","255901","78834","2222","96 East First Road","322",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.970715"
"91","Grand Bend","255901","78834","2222","54 Rocky Fabien Avenue","328",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.005768"
"90","Grand Bend","255901","78834","2222","26 Milton Parkway","333",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.040093"
"90","Grand Bend","255901","78834","2222","173 South Green New Street","337",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.062283"
"91","Grand Bend","255901","78834","2222","27 North New Avenue","338",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.075527"
"90","Grand Bend","255901","78834","2222","627 Rocky Clarendon St.","341",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.088287"
"91","Grand Bend","255901","78834","2222","77 East First Avenue","342",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.108623"
"91","Grand Bend","255901","78834","2222","767 Rocky Nobel Street","346",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.118906"
"91","Grand Bend","255901","78834","2222","47 Rocky Cowley Avenue","348",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.127317"
"91","Grand Bend","255901","78834","2222","432 Hague St.","349",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.137355"
"91","Grand Bend","255901","78834","2222","99 West Rocky Oak Way","352",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.154283"
"91","Grand Bend","255901","78834","2222","897 Green Cowley Street","354",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.171246"
"91","Grand Bend","255901","78834","2222","434 Green Clarendon Road","356",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.183973"
"91","Grand Bend","255901","78834","2222","619 Old St.","361",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.214312"
"91","Grand Bend","255901","78834","2222","762 East Fabien Drive","368",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.260036"
"91","Grand Bend","255901","78834","2222","85 Clarendon Freeway","370",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.280829"
"90","Grand Bend","255901","78834","2222","96 Nobel Drive","374",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.309252"
"90","Grand Bend","255901","78834","2222","130 East Green Second Boulevard","379",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.332991"
"91","Grand Bend","255901","78834","2222","522 South Second Parkway","381",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.350510"
"90","Grand Bend","255901","78834","2222","14 Green New St.","385",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.389677"
"90","Grand Bend","255901","78834","2222","105 Old Freeway","389",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.412694"
"91","Grand Bend","255901","78834","2222","510 East Green Old Way","391",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.429682"
"93","Grand Bend","255901","78834","2222","420 White Hague Boulevard","394",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.441379"
"90","Grand Bend","255901","78834","2222","51 Green New St.","398",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.469695"
"91","Grand Bend","255901","78834","2222","448 Oak St.","311",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.893876"
"91","Grand Bend","255901","78834","2222","985 First Boulevard","313",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.909821"
"91","Grand Bend","255901","78834","2222","843 Green Fabien Way","315",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.920534"
"90","Grand Bend","255901","78834","2222","82 Rocky Fabien Avenue","320",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.946280"
"90","Grand Bend","255901","78834","2222","63 Clarendon Avenue","323",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.969873"
"91","Grand Bend","255901","78834","2222","634 North Rocky Clarendon Road","324",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.979437"
"91","Grand Bend","255901","78834","2222","650 First Drive","325",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.987686"
"91","Grand Bend","255901","78834","2222","42 First Street","327",,,"WILLISTON",,,,,,,"2020-11-13 14:17:30.995768"
"91","Grand Bend","255901","78834","2222","394 Green Hague Way","330",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.016087"
"91","Grand Bend","255901","78834","2222","866 West Milton Road","331",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.023705"
"91","Grand Bend","255901","78834","2222","814 North Oak Road","332",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.032277"
"90","Grand Bend","255901","78834","2222","468 Milton Street","335",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.047865"
"90","Grand Bend","255901","78834","2222","14 Hague Blvd.","336",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.056896"
"91","Grand Bend","255901","78834","2222","824 Clarendon Avenue","340",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.063533"
"91","Grand Bend","255901","78834","2222","808 Nobel St.","339",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.084156"
"90","Grand Bend","255901","78834","2222","196 North First Boulevard","343",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.092035"
"90","Grand Bend","255901","78834","2222","45 Hague Freeway","344",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.102046"
"90","Grand Bend","255901","78834","2222","75 East Clarendon Boulevard","350",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.145513"
"90","Grand Bend","255901","78834","2222","433 South Rocky Old Street","355",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.180254"
"90","Grand Bend","255901","78834","2222","55 East Rocky Second St.","360",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.208541"
"91","Grand Bend","255901","78834","2222","361 Old St.","363",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.229754"
"91","Grand Bend","255901","78834","2222","71 Milton St.","365",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.242424"
"90","Grand Bend","255901","78834","2222","60 First St.","366",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.253398"
"90","Grand Bend","255901","78834","2222","25 Fabien Blvd.","369",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.271242"
"90","Grand Bend","255901","78834","2222","867 Cowley Blvd.","372",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.281030"
"91","Grand Bend","255901","78834","2222","389 Fabien Parkway","373",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.299032"
"91","Grand Bend","255901","78834","2222","58 East Old Freeway","375",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.308729"
"90","Grand Bend","255901","78834","2222","754 North Clarendon Avenue","378",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.332963"
"90","Grand Bend","255901","78834","2222","817 South White Fabien Avenue","383",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.357045"
"91","Grand Bend","255901","78834","2222","369 First Street","384",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.389769"
"91","Grand Bend","255901","78834","2222","86 Old Freeway","387",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.402193"
"91","Grand Bend","255901","78834","2222","474 West Hague St.","388",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.412437"
"91","Grand Bend","255901","78834","2222","44 Second Freeway","393",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.444176"
"93","Grand Bend","255901","78834","2222","18 White First St.","395",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.455289"
"90","Grand Bend","255901","78834","2222","146 First Freeway","397",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.464204"
"91","Grand Bend","255901","78834","2222","621 Nobel Road","399",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.480966"
"91","Grand Bend","255901","78834","2222","68 Green Milton Blvd.","401",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.490917"
"90","Grand Bend","255901","78834","2222","588 White Old St.","403",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.499095"
"93","Grand Bend","255901","78834","2222","47 West Old Parkway","402",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.506681"
"90","Grand Bend","255901","78834","2222","643 Oak Blvd.","404",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.514770"
"93","Grand Bend","255901","78834","2222","68 Second Blvd.","406",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.522891"
"90","Grand Bend","255901","78834","2222","193 Rocky Old St.","409",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.535970"
"93","Grand Bend","255901","78834","2222","23 Oak St.","410",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.546632"
"90","Grand Bend","255901","78834","2222","163 East Green Cowley Drive","413",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.582157"
"93","Grand Bend","255901","78834","2222","51 Cowley Blvd.","417",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.591784"
"93","Grand Bend","255901","78834","2222","96 Milton Way","419",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.606501"
"93","Grand Bend","255901","78834","2222","22 White Hague St.","420",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.613839"
"90","Grand Bend","255901","78834","2222","56 Clarendon Blvd.","424",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.639989"
"90","Grand Bend","255901","78834","2222","74 Cowley St.","428",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.665827"
"93","Grand Bend","255901","78834","2222","546 North Fabien Boulevard","430",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.684480"
"90","Grand Bend","255901","78834","2222","12 New Avenue","432",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.693781"
"90","Grand Bend","255901","78834","2222","783 Fabien Street","435",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.716634"
"90","Grand Bend","255901","78834","2222","60 First Avenue","439",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.741244"
"90","Grand Bend","255901","78834","2222","991 New Freeway","443",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.766363"
"93","Grand Bend","255901","78834","2222","39 Fabien Boulevard","447",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.793770"
"93","Grand Bend","255901","78834","2222","81 Green First Freeway","450",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.818919"
"93","Grand Bend","255901","78834","2222","79 White Old Way","454",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.844173"
"90","Grand Bend","255901","78834","2222","66 South Oak Drive","462",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.875510"
"93","Grand Bend","255901","78834","2222","636 Second Parkway","464",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.894813"
"90","Grand Bend","255901","78834","2222","58 Old Street","467",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.916383"
"93","Grand Bend","255901","78834","2222","524 Green New Boulevard","469",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.925449"
"90","Grand Bend","255901","78834","2222","53 Old Boulevard","471",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.944430"
"93","Grand Bend","255901","78834","2222","59 Rocky Hague Drive","474",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.968579"
"93","Grand Bend","255901","78834","2222","50 Second Boulevard","477",,,"WILLISTON",,,,,,,"2020-11-13 14:17:31.978339"
"90","Grand Bend","255901","78834","2222","420 East Rocky Cowley Boulevard","479",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.001688"
"90","Grand Bend","255901","78834","2222","83 Green Cowley Parkway","485",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.027209"
"93","Grand Bend","255901","78834","2222","93 First Freeway","486",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.049541"
"90","Grand Bend","255901","78834","2222","33 New St.","490",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.074722"
"93","Grand Bend","255901","78834","2222","709 East Hague St.","494",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.098799"
"93","Grand Bend","255901","78834","2222","284 Rocky Oak St.","497",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.123712"
"90","Grand Bend","255901","78834","2222","117 North Hague Boulevard","503",,,"WILLISTON",,,,,,,"2020-11-13 14:17:32.153822"
